step,temperature,beta,gamma_base,gamma_pulse,gamma
1736,0.15324867,6.525342,0.13206601,0.003860059,0.13592607
1737,0.15266836,6.5501456,0.13156575,0.0037166432,0.1352824
1738,0.15208817,6.575134,0.13106549,0.0035775637,0.13464305
1739,0.15150785,6.600318,0.13056523,0.0034427324,0.13400796
1740,0.15092766,6.6256905,0.13006502,0.0033120622,0.13337709
1741,0.15034735,6.6512647,0.12956476,0.003185466,0.13275023
1742,0.14976704,6.6770363,0.1290645,0.003062859,0.13212736
1743,0.14918685,6.703004,0.12856424,0.0029441528,0.1315084
1744,0.14860654,6.729179,0.12806398,0.002829261,0.13089323
1745,0.14802635,6.755554,0.12756377,0.0027180973,0.13028187
1746,0.14744604,6.782142,0.12706351,0.002610576,0.12967409
1747,0.14686584,6.808935,0.12656325,0.0025066123,0.12906986
1748,0.14628553,6.835946,0.12606299,0.00240612,0.12846911
1749,0.14570522,6.863172,0.12556273,0.0023090157,0.12787174
1750,0.14512503,6.89061,0.12506253,0.0022152138,0.12727773
1751,0.14454472,6.918274,0.12456226,0.0021246325,0.1266869
1752,0.14396453,6.9461555,0.124062,0.0020371887,0.12609918
1753,0.14338422,6.9742684,0.12356174,0.0019528021,0.12551454
1754,0.14280403,7.0026035,0.12306148,0.0018713905,0.12493287
1755,0.14222372,7.031176,0.122561276,0.0017928751,0.124354154
1756,0.1416434,7.059983,0.122061014,0.0017171775,0.123778194
1757,0.14106321,7.0890203,0.12156075,0.0016442183,0.12320497
1758,0.1404829,7.118304,0.12106049,0.0015739223,0.12263441
1759,0.13990271,7.1478243,0.12056023,0.001506213,0.12206644
1760,0.1393224,7.1775966,0.12006003,0.0014410162,0.12150104
1761,0.13874221,7.207612,0.119559765,0.0013782588,0.120938025
1762,0.1381619,7.2378855,0.1190595,0.0013178679,0.12037737
1763,0.13758159,7.2684145,0.11855924,0.0012597735,0.119819015
1764,0.1370014,7.299196,0.11805898,0.0012039056,0.11926288
1765,0.13642108,7.330245,0.11755878,0.0011501957,0.118708976
1766,0.1358409,7.3615537,0.117058516,0.0010985768,0.11815709
1767,0.13526058,7.393137,0.116558254,0.0010489821,0.117607236
1768,0.13468027,7.4249926,0.11605799,0.0010013491,0.11705934
1769,0.13410008,7.457117,0.11555773,0.00095561345,0.11651334
1770,0.13351977,7.4895277,0.11505753,0.0009117134,0.11596924
1771,0.13293958,7.5222144,0.114557266,0.0008695884,0.11542685
1772,0.13235927,7.5551944,0.114057004,0.0008291797,0.11488619
1773,0.13177907,7.588458,0.11355674,0.000790429,0.114347175
1774,0.13119876,7.622023,0.11305648,0.0007532798,0.113809764
1775,0.13061845,7.655886,0.11255622,0.00071767735,0.1132739
1776,0.13003826,7.6900444,0.11205602,0.0006835679,0.112739585
1777,0.12945795,7.724516,0.111555755,0.0006508986,0.11220665
1778,0.12887776,7.7592907,0.11105549,0.0006196184,0.11167511
1779,0.12829745,7.7943873,0.11055523,0.00058967766,0.11114491
1780,0.12771726,7.8297954,0.11005497,0.0005610278,0.110616
1781,0.12713695,7.8655343,0.10955477,0.00053362147,0.110088386
1782,0.12655663,7.901601,0.109054506,0.00050741294,0.10956192
1783,0.12597644,7.937992,0.108554244,0.00048235795,0.1090366
1784,0.12539613,7.9747276,0.10805398,0.00045841266,0.108512394
1785,0.12481594,8.011797,0.10755372,0.00043553518,0.10798926
1786,0.12423563,8.049221,0.10705352,0.00041368426,0.107467204
1787,0.12365544,8.0869875,0.10655326,0.00039282074,0.10694608
1788,0.12307513,8.125118,0.106052995,0.00037290572,0.106425904
1789,0.12249482,8.16361,0.10555273,0.00035390194,0.105906636
1790,0.121914625,8.202461,0.10505247,0.00033577342,0.10538825
1791,0.121334314,8.241692,0.10455227,0.00031848517,0.10487075
1792,0.12075412,8.281291,0.10405201,0.00030200306,0.10435401
1793,0.12017381,8.3212805,0.103551745,0.00028629423,0.10383804
1794,0.11959362,8.36165,0.10305148,0.00027132727,0.10332281
1795,0.11901331,8.402422,0.10255122,0.0002570713,0.1028083
1796,0.118433,8.443593,0.10205102,0.00024349666,0.10229452
1797,0.11785281,8.485161,0.10155076,0.00023057473,0.10178133
1798,0.117272496,8.527148,0.101050496,0.00021827806,0.101268776
1799,0.116692305,8.569546,0.100550234,0.00020657964,0.10075682
1800,0.116111994,8.612374,0.10004997,0.00019545402,0.10024542
1801,0.1155318,8.655625,0.09954977,0.00018487619,0.09973465
1802,0.11495149,8.699322,0.09904951,0.00017482231,0.09922433
1803,0.11437118,8.743462,0.09854925,0.00016526923,0.098714516
1804,0.11379099,8.788042,0.098048985,0.00015619466,0.09820518
1805,0.11321068,8.833089,0.09754872,0.00014757746,0.097696304
1806,0.11263049,8.878591,0.09704852,0.00013939691,0.09718792
1807,0.112050176,8.924573,0.09654826,0.0001316333,0.096679896
1808,0.111469984,8.9710245,0.096048,0.00012426752,0.096172266
1809,0.11088967,9.017972,0.095547736,0.00011728136,0.095665015
1810,0.11030936,9.065413,0.095047474,0.00011065719,0.09515813
1811,0.10972917,9.113347,0.09454727,0.00010437813,0.09465165
1812,0.10914886,9.161799,0.09404701,9.842795e-05,0.09414544
1813,0.10856867,9.21076,0.09354675,9.279126e-05,0.09363954
1814,0.10798836,9.260258,0.09304649,8.7453096e-05,0.09313394
1815,0.10740805,9.310289,0.092546225,8.239916e-05,0.09262862
1816,0.106827855,9.360854,0.09204596,7.761567e-05,0.092123576
1817,0.106247544,9.411983,0.09154576,7.308963e-05,0.09161885
1818,0.10566735,9.463661,0.0910455,6.880838e-05,0.091114305
1819,0.10508704,9.515921,0.09054524,6.4759864e-05,0.09061
1820,0.10450685,9.56875,0.090044975,6.093268e-05,0.090105906
1821,0.10392654,9.622181,0.08954471,5.731574e-05,0.08960203
1822,0.10334623,9.676211,0.08904451,5.3898515e-05,0.08909841
1823,0.10276604,9.730842,0.08854425,5.0670988e-05,0.08859492
1824,0.102185726,9.786102,0.08804399,4.7623456e-05,0.08809161
1825,0.101605535,9.841984,0.087543726,4.47468e-05,0.087588474
1826,0.101025224,9.898518,0.087043464,4.203223e-05,0.08708549
1827,0.10044503,9.955694,0.08654326,3.947133e-05,0.086582735
1828,0.09986472,10.013546,0.086043,3.70562e-05,0.08608006
1829,0.09928441,10.072075,0.08554274,3.477919e-05,0.08557752
1830,0.09870422,10.131279,0.08504248,3.2633023e-05,0.08507511
1831,0.09812391,10.191196,0.084542215,3.0610794e-05,0.08457283
1832,0.09754372,10.251814,0.08404201,2.8705903e-05,0.08407072
1833,0.096963406,10.3131695,0.08354175,2.691208e-05,0.08356866
1834,0.096383214,10.375251,0.08304149,2.5223339e-05,0.08306671
1835,0.0958029,10.438097,0.08254123,2.3633997e-05,0.08256486
1836,0.09522259,10.50171,0.082040966,2.2138656e-05,0.0820631
1837,0.0946424,10.566089,0.08154076,2.0732161e-05,0.0815615
1838,0.09406209,10.631275,0.0810405,1.9409626e-05,0.08105991
1839,0.0934819,10.697258,0.08054024,1.8166427e-05,0.080558404
1840,0.09290159,10.764079,0.08003998,1.6998125e-05,0.08005697
1841,0.092321396,10.831725,0.079539716,1.5900516e-05,0.079555616
1842,0.091741085,10.900242,0.079039514,1.4869699e-05,0.079054385
1843,0.091160774,10.96963,0.07853925,1.3901808e-05,0.078553155
1844,0.09058058,11.039894,0.07803899,1.2993327e-05,0.078051984
1845,0.09000027,11.111077,0.07753873,1.2140832e-05,0.07755087
1846,0.08942008,11.18317,0.07703847,1.1341132e-05,0.07704981
1847,0.08883977,11.25622,0.076538265,1.0591149e-05,0.07654886
1848,0.08825958,11.330215,0.076038,9.8880355e-06,0.07604789
1849,0.08767927,11.405205,0.07553774,9.22902e-06,0.07554697
1850,0.087098956,11.481194,0.07503748,8.611528e-06,0.07504609
1851,0.086518764,11.558187,0.07453722,8.0331365e-06,0.07454525
1852,0.08593845,11.636234,0.074037015,7.4914933e-06,0.0740445
1853,0.08535826,11.715327,0.07353675,6.984451e-06,0.073543735
1854,0.08477795,11.79552,0.07303649,6.509901e-06,0.073043
1855,0.08419764,11.876818,0.07253623,6.0659163e-06,0.072542295
1856,0.08361745,11.959227,0.07203597,5.6506383e-06,0.072041616
1857,0.08303714,12.042805,0.07153571,5.2623345e-06,0.07154097
1858,0.08245695,12.127541,0.071035504,4.8993456e-06,0.07104041
1859,0.081876636,12.213496,0.07053524,4.560138e-06,0.0705398
1860,0.081296444,12.300661,0.07003498,4.2432257e-06,0.07003923
1861,0.08071613,12.389097,0.06953472,3.94725e-06,0.06953867
1862,0.08013582,12.478814,0.06903446,3.6708932e-06,0.06903813
1863,0.07955563,12.56982,0.068534255,3.4129441e-06,0.06853767
1864,0.07897532,12.662184,0.06803399,3.1722338e-06,0.06803717
1865,0.07839513,12.755895,0.06753373,2.9476769e-06,0.06753668
1866,0.07781482,12.851023,0.06703347,2.7382664e-06,0.06703621
1867,0.077234626,12.94756,0.06653321,2.5430174e-06,0.06653575
1868,0.076654315,13.04558,0.066033006,2.3610398e-06,0.06603537
1869,0.076074004,13.145095,0.065532744,2.191472e-06,0.065534934
1870,0.07549381,13.246119,0.06503248,2.0335235e-06,0.065034516
1871,0.0749135,13.348728,0.06453222,1.8864287e-06,0.064534105
1872,0.07433331,13.452919,0.06403196,1.7494915e-06,0.06403371
1873,0.073753,13.55877,0.06353176,1.6220413e-06,0.06353338
1874,0.07317281,13.666279,0.063031495,1.50346e-06,0.063033
1875,0.0725925,13.775528,0.06253123,1.3931597e-06,0.062532626
1876,0.072012186,13.8865385,0.06203097,1.2905946e-06,0.06203226
1877,0.071431994,13.99933,0.06153071,1.1952451e-06,0.061531905
1878,0.07085168,14.113991,0.061030507,1.1066372e-06,0.061031613
1879,0.07027149,14.230522,0.060530245,1.024309e-06,0.06053127
1880,0.06969118,14.349018,0.060029984,9.4784326e-07,0.06003093
1881,0.06911099,14.469479,0.05952972,8.768441e-07,0.059530597
1882,0.06853068,14.592005,0.05902946,8.1093594e-07,0.059030272
1883,0.06795037,14.716623,0.058529258,7.497757e-07,0.058530007
1884,0.06737018,14.843363,0.058028996,6.930338e-07,0.05802969
1885,0.066789865,14.972331,0.057528734,6.40409e-07,0.057529375
1886,0.066209674,15.103533,0.057028472,5.9161533e-07,0.057029065
1887,0.06562936,15.2370825,0.05652821,5.463882e-07,0.05652876
1888,0.06504917,15.372986,0.05602801,5.0447755e-07,0.05602851
1889,0.06446886,15.511365,0.055527747,4.6565287e-07,0.055528212
1890,0.06388855,15.652257,0.055027485,4.296965e-07,0.055027913
1891,0.06330836,15.795703,0.054527223,3.9640688e-07,0.054527618
1892,0.06272805,15.941833,0.05402696,3.6559416e-07,0.054027326
1893,0.062147856,16.09066,0.05352676,3.3708326e-07,0.053527094
1894,0.061567545,16.242323,0.053026497,3.1070923e-07,0.053026807
1895,0.060987353,16.396843,0.052526236,2.8631874e-07,0.052526522
1896,0.060407043,16.554361,0.052025974,2.6377046e-07,0.05202624
1897,0.05982673,16.714935,0.051525712,2.4292976e-07,0.051525954
1898,0.05924654,16.878622,0.05102551,2.2367426e-07,0.051025733
1899,0.05866623,17.045582,0.050525248,2.0588709e-07,0.050525453
1900,0.058086038,17.215841,0.050024986,1.8946237e-07,0.050025176
1901,0.057505727,17.389572,0.049524724,1.7429906e-07,0.0495249
1902,0.056925416,17.566845,0.049024463,1.6030529e-07,0.049024623
1903,0.056345224,17.747732,0.0485242,1.4739355e-07,0.04852435
1904,0.055764914,17.932423,0.048024,1.3548456e-07,0.048024133
1905,0.055184722,18.120958,0.047523737,1.2450286e-07,0.04752386
1906,0.05460441,18.31354,0.047023475,1.1437987e-07,0.04702359
1907,0.05402422,18.510216,0.046523213,1.05050404e-07,0.046523318
1908,0.05344391,18.711206,0.04602295,9.64553e-08,0.04602305
1909,0.052863598,18.916609,0.04552275,8.85387e-08,0.04552284
1910,0.052283406,19.126528,0.045022488,8.1249304e-08,0.04502257
1911,0.051703095,19.341202,0.044522226,7.45395e-08,0.0445223
1912,0.051122904,19.560703,0.044021964,6.8364635e-08,0.04402203
1913,0.050542593,19.785294,0.043521702,6.268409e-08,0.043521766
1914,0.0499624,20.01505,0.0430215,5.745937e-08,0.043021556
1915,0.04938209,20.250256,0.04252124,5.2655675e-08,0.04252129
1916,0.04880178,20.491056,0.042020977,4.824005e-08,0.042021025
1917,0.048221588,20.7376,0.041520715,4.4182524e-08,0.04152076
1918,0.047641277,20.990202,0.041020453,4.045498e-08,0.041020494
1919,0.047061086,21.248978,0.04052025,3.703168e-08,0.040520288
1920,0.046480775,21.51427,0.04001999,3.3888583e-08,0.040020023
1921,0.045900583,21.786215,0.039519727,3.1003747e-08,0.039519757
1922,0.045320272,22.06518,0.039019465,2.8356508e-08,0.039019495
1923,0.04473996,22.351383,0.038519204,2.5928154e-08,0.03851923
1924,0.04415977,22.645046,0.038019,2.3701155e-08,0.038019024
1925,0.04357946,22.94659,0.03751874,2.1659382e-08,0.037518762
1926,0.042999268,23.25621,0.037018478,1.9788066e-08,0.037018497
1927,0.042418957,23.574366,0.036518216,1.8073342e-08,0.036518235
1928,0.041838765,23.90128,0.036017954,1.6502687e-08,0.03601797
1929,0.041258454,24.237457,0.035517752,1.5064307e-08,0.035517767
1930,0.040678144,24.583225,0.03501749,1.3747507e-08,0.035017505
1931,0.040097952,24.93893,0.03451723,1.2542282e-08,0.03451724
1932,0.03951764,25.305155,0.034016967,1.1439574e-08,0.034016978
1933,0.03893745,25.682217,0.033516705,1.04309015e-08,0.033516716
1934,0.03835714,26.070766,0.033016503,9.508545e-09,0.033016514
1935,0.037776947,26.47117,0.03251624,8.665319e-09,0.03251625
1936,0.037196636,26.884151,0.03201598,7.894695e-09,0.032015987
1937,0.036616325,27.310223,0.031515718,7.1905872e-09,0.031515725
1938,0.036036134,27.749926,0.031015456,6.5474794e-09,0.031015463
1939,0.035455823,28.204111,0.030515254,5.9602114e-09,0.03051526
1940,0.03487563,28.673317,0.030014992,5.4241176e-09,0.030014997
1941,0.03429532,29.158497,0.02951473,4.9348734e-09,0.029514736
1942,0.03371501,29.66038,0.029014468,4.488517e-09,0.029014472
1943,0.033134818,30.179733,0.028514206,4.081396e-09,0.02851421
1944,0.032554507,30.717712,0.028013945,3.7101688e-09,0.028013948
1945,0.031974316,31.275103,0.027513742,3.3717744e-09,0.027513746
1946,0.031394005,31.853216,0.02701348,3.063391e-09,0.027013484
1947,0.030813813,32.452976,0.026513219,2.7824423e-09,0.02651322
1948,0.030233502,33.07589,0.026012957,2.5265516e-09,0.026012959
1949,0.029653192,33.723183,0.025512695,2.2935642e-09,0.025512697
1950,0.029073,34.396175,0.025012493,2.0814743e-09,0.025012495
1951,0.02849269,35.09672,0.024512231,1.8884811e-09,0.024512233
1952,0.027912498,35.826244,0.02401197,1.7129024e-09,0.024011971
1953,0.027332187,36.5869,0.023511708,1.553218e-09,0.02351171
1954,0.026751995,37.38039,0.023011446,1.4080278e-09,0.023011448
1955,0.026171684,38.209232,0.022511244,1.2760519e-09,0.022511246
1956,0.025591373,39.07567,0.022010982,1.1561309e-09,0.022010984
1957,0.025011182,39.982117,0.02151072,1.047184e-09,0.021510722
1958,0.024430871,40.93182,0.021010458,9.482433e-10,0.02101046
1959,0.02385068,41.92753,0.020510197,8.5841156e-10,0.020510197
1960,0.023270369,42.973106,0.020009995,7.768738e-10,0.020009995
1961,0.022690177,44.071934,0.019509733,7.028866e-10,0.019509733
1962,0.022109866,45.228676,0.019009471,6.3576855e-10,0.019009471
1963,0.021529555,46.447777,0.01850921,5.748995e-10,0.01850921
1964,0.020949364,47.734146,0.018008947,5.197134e-10,0.018008947
1965,0.020369053,49.094086,0.017508745,4.696948e-10,0.017508745
1966,0.019788861,50.533478,0.017008483,4.2437273e-10,0.017008483
1967,0.01920855,52.06015,0.016508222,3.8331646e-10,0.016508222
1968,0.018628359,53.681595,0.01600796,3.461364e-10,0.01600796
1969,0.018048048,55.407654,0.015507698,3.1247566e-10,0.015507698
1970,0.017467737,57.248398,0.015007496,2.820103e-10,0.015007496
1971,0.016887546,59.215237,0.014507234,2.5444435e-10,0.014507234
1972,0.016307235,61.322475,0.014006972,2.2950904e-10,0.014006972
1973,0.015727043,63.584743,0.0135067105,2.0696048e-10,0.0135067105
1974,0.015146732,66.02084,0.013006449,1.8657494e-10,0.013006449
1975,0.014566541,68.65048,0.012506247,1.6815084e-10,0.012506247
1976,0.01398623,71.49889,0.012005985,1.5150363e-10,0.012005985
1977,0.013405919,74.59392,0.011505723,1.364673e-10,0.011505723
1978,0.012825727,77.968285,0.011005461,1.2288835e-10,0.011005461
1979,0.012245417,81.66321,0.010505199,1.1063036e-10,0.010505199
1980,0.011665225,85.72488,0.010004997,9.956718e-11,0.010004997
1981,0.011084914,90.2127,0.0095047355,8.9585554e-11,0.0095047355
1982,0.010504723,95.19528,0.009004474,8.0582145e-11,0.009004474
1983,0.009924412,100.76164,0.008504212,7.246355e-11,0.008504212
1984,0.009344101,107.019394,0.00800395,6.5144744e-11,0.00800395
1985,0.008763909,114.10433,0.007503748,5.8548714e-11,0.007503748
1986,0.0081835985,122.19563,0.007003486,5.2606104e-11,0.007003486
1987,0.007603407,131.51999,0.0065032244,4.7253403e-11,0.0065032244
1988,0.007023096,142.38734,0.0060029626,4.2433772e-11,0.0060029626
1989,0.0064427853,155.21237,0.005502701,3.809496e-11,0.005502701
1990,0.0058625937,170.57297,0.005002439,3.41904e-11,0.005002439
1991,0.005282283,189.31209,0.004502237,3.0677436e-11,0.004502237
1992,0.004702091,212.67133,0.004001975,2.7517807e-11,0.004001975
1993,0.0041217804,242.6136,0.0035017133,2.4676733e-11,0.0035017133
1994,0.0035415888,282.35916,0.0030014515,2.2122864e-11,0.0030014515
1995,0.002961278,337.69205,0.0025011897,1.9827744e-11,0.0025011897
1996,0.0023809671,419.9974,0.0020009875,1.7765884e-11,0.0020009875
1997,0.0018007755,555.3163,0.0015007257,1.5913909e-11,0.0015007257
1998,0.0012204647,819.36005,0.001000464,1.4251103e-11,0.001000464
1999,0.0006402731,1561.8335,0.0005002022,1.27584375e-11,0.0005002022
2000,6e-05,16666.668,0.0,1.1418977e-11,0.0
