step,temperature,beta,gamma_base,gamma_pulse,gamma
920,0.62674093,1.5955555,0.5402701,6.1830916e-30,0.5402701
921,0.6261607,1.5970342,0.5397699,7.468026e-30,0.5397699
922,0.6255804,1.5985156,0.5392696,9.017408e-30,0.5392696
923,0.6250001,1.5999997,0.53876936,1.08852056e-29,0.53876936
924,0.62441987,1.6014866,0.53826916,1.3136225e-29,0.53826916
925,0.6238396,1.6029761,0.53776884,1.5848578e-29,0.53776884
926,0.62325937,1.6044685,0.53726864,1.9115356e-29,0.53726864
927,0.6226791,1.6059636,0.5367684,2.3049077e-29,0.5367684
928,0.6220988,1.6074617,0.5362681,2.778468e-29,0.5362681
929,0.62151855,1.6089624,0.53576785,3.348431e-29,0.53576785
930,0.6209383,1.610466,0.5352676,4.0341437e-29,0.5352676
931,0.62035805,1.6119723,0.5347674,4.8589278e-29,0.5347674
932,0.6197778,1.6134815,0.5342671,5.8507326e-29,0.5342671
933,0.61919755,1.6149935,0.53376687,7.043077e-29,0.53376687
934,0.6186173,1.6165084,0.5332666,8.475987e-29,0.5332666
935,0.618037,1.6180261,0.53276634,1.0197623e-28,0.53276634
936,0.61745673,1.6195467,0.53226614,1.2265587e-28,0.53226614
937,0.6168765,1.62107,0.5317659,1.4748687e-28,0.5317659
938,0.61629623,1.6225964,0.5312656,1.772968e-28,0.5312656
939,0.615716,1.6241255,0.53076535,2.1307085e-28,0.53076535
940,0.6151357,1.6256574,0.5302651,2.5599588e-28,0.5302651
941,0.6145555,1.6271924,0.5297649,3.0747934e-28,0.5297649
942,0.61397517,1.6287304,0.5292646,3.6921387e-28,0.5292646
943,0.6133949,1.6302711,0.52876437,4.432215e-28,0.52876437
944,0.61281466,1.6318147,0.5282641,5.319216e-28,0.5282641
945,0.6122344,1.6333613,0.52776384,6.3818534e-28,0.52776384
946,0.61165416,1.6349108,0.52726364,7.654675e-28,0.52726364
947,0.6110739,1.6364633,0.5267634,9.178797e-28,0.5267634
948,0.61049366,1.6380186,0.5262631,1.1003449e-27,0.5262631
949,0.60991335,1.6395772,0.52576286,1.3187049e-27,0.52576286
950,0.6093331,1.6411384,0.5252626,1.5799577e-27,0.5252626
951,0.60875285,1.6427028,0.5247624,1.8924627e-27,0.5247624
952,0.6081726,1.6442701,0.5242621,2.2661222e-27,0.5242621
953,0.60759234,1.6458404,0.52376187,2.7128037e-27,0.52376187
954,0.6070121,1.6474136,0.5232616,3.24664e-27,0.5232616
955,0.6064318,1.64899,0.52276134,3.8844744e-27,0.52276134
956,0.60585153,1.6505694,0.52226114,4.646288e-27,0.52226114
957,0.6052713,1.6521517,0.5217608,5.5559593e-27,0.5217608
958,0.604691,1.6537371,0.5212606,6.641881e-27,0.5212606
959,0.6041108,1.6553255,0.52076036,7.937927e-27,0.52076036
960,0.6035305,1.656917,0.5202601,9.4841596e-27,0.5202601
961,0.6029503,1.6585115,0.5197599,1.13284286e-26,0.5197599
962,0.60236996,1.6601093,0.5192596,1.3527564e-26,0.5192596
963,0.6017897,1.66171,0.51875937,1.6149294e-26,0.51875937
964,0.60120946,1.6633139,0.5182591,1.9273542e-26,0.5182591
965,0.6006292,1.6649207,0.51775885,2.2995892e-26,0.51775885
966,0.60004896,1.6665307,0.51725864,2.742972e-26,0.51725864
967,0.5994687,1.6681437,0.5167583,3.270907e-26,0.5167583
968,0.59888846,1.66976,0.5162581,3.8993672e-26,0.5162581
969,0.59830815,1.6713796,0.51575786,4.647283e-26,0.51575786
970,0.5977279,1.673002,0.5152576,5.537173e-26,0.5152576
971,0.59714764,1.6746278,0.5147574,6.5955785e-26,0.5147574
972,0.5965674,1.6762565,0.5142571,7.8541044e-26,0.5142571
973,0.59598714,1.6778885,0.5137569,9.350171e-26,0.5137569
974,0.5954069,1.6795237,0.5132566,1.112824e-25,0.5132566
975,0.5948266,1.6811622,0.51275635,1.3240644e-25,0.51275635
976,0.5942463,1.6828039,0.51225615,1.5749587e-25,0.51225615
977,0.5936661,1.6844486,0.5117558,1.87288e-25,0.5117558
978,0.5930858,1.6860967,0.5112556,2.2265535e-25,0.5112556
979,0.5925056,1.6877478,0.51075536,2.646257e-25,0.51075536
980,0.5919253,1.6894023,0.5102551,3.1441987e-25,0.5102551
981,0.5913451,1.69106,0.5097549,3.73484e-25,0.5097549
982,0.59076476,1.6927211,0.5092546,4.4351643e-25,0.5092546
983,0.5901845,1.6943854,0.5087544,5.265341e-25,0.5087544
984,0.58960426,1.6960529,0.5082541,6.24917e-25,0.5082541
985,0.589024,1.6977236,0.50775385,7.414848e-25,0.50775385
986,0.58844376,1.6993978,0.50725365,8.795413e-25,0.50725365
987,0.5878635,1.7010752,0.5067533,1.0430159e-24,0.5067533
988,0.58728325,1.7027558,0.5062531,1.2365254e-24,0.5062531
989,0.58670294,1.7044401,0.50575286,1.4655507e-24,0.50575286
990,0.5861227,1.7061274,0.5052526,1.7364917e-24,0.5052526
991,0.58554244,1.7078182,0.5047524,2.0569574e-24,0.5047524
992,0.5849622,1.7095122,0.5042521,2.4358767e-24,0.5042521
993,0.58438194,1.7112097,0.5037519,2.8838388e-24,0.5037519
994,0.5838017,1.7129104,0.5032516,3.4131795e-24,0.5032516
995,0.5832214,1.7146147,0.50275135,4.038573e-24,0.50275135
996,0.5826411,1.7163224,0.50225115,4.7772813e-24,0.50225115
997,0.5820609,1.7180333,0.5017508,5.649471e-24,0.5017508
998,0.5814806,1.7197478,0.5012506,6.679062e-24,0.5012506
999,0.5809004,1.7214656,0.50075036,7.8940924e-24,0.50075036
1000,0.5803201,1.7231869,0.5002501,9.32763e-24,0.5002501
1001,0.57973987,1.7249116,0.49974984,1.1018341e-23,0.49974984
1002,0.57915956,1.7266399,0.49924964,1.3011932e-23,0.49924964
1003,0.5785793,1.7283715,0.49874938,1.5361892e-23,0.49874938
1004,0.57799906,1.7301066,0.4982491,1.8131487e-23,0.4982491
1005,0.5774188,1.7318453,0.49774885,2.1394122e-23,0.49774885
1006,0.57683855,1.7335873,0.4972486,2.5236921e-23,0.4972486
1007,0.5762583,1.735333,0.49674833,2.9761778e-23,0.49674833
1008,0.57567805,1.737082,0.49624813,3.5088287e-23,0.49624813
1009,0.57509774,1.7388349,0.49574786,4.135641e-23,0.49574786
1010,0.5745175,1.740591,0.4952476,4.8730683e-23,0.4952476
1011,0.57393724,1.7423508,0.49474734,5.740433e-23,0.49474734
1012,0.573357,1.744114,0.49424708,6.760245e-23,0.49424708
1013,0.57277673,1.745881,0.49374688,7.959046e-23,0.49374688
1014,0.5721965,1.7476515,0.49324661,9.3677864e-23,0.49324661
1015,0.5716162,1.7494256,0.49274635,1.102297e-22,0.49274635
1016,0.5710359,1.7512033,0.4922461,1.2966797e-22,0.4922461
1017,0.5704557,1.7529846,0.49174583,1.5249275e-22,0.49174583
1018,0.5698754,1.7547694,0.49124563,1.7928463e-22,0.49124563
1019,0.56929517,1.7565581,0.49074537,2.1072738e-22,0.49074537
1020,0.5687149,1.7583503,0.4902451,2.476127e-22,0.4902451
1021,0.56813467,1.760146,0.48974484,2.908745e-22,0.48974484
1022,0.56755435,1.7619457,0.48924458,3.4160096e-22,0.48924458
1023,0.5669741,1.763749,0.48874438,4.0106357e-22,0.48874438
1024,0.56639385,1.7655559,0.48824412,4.7074216e-22,0.48824412
1025,0.5658136,1.7673665,0.48774385,5.523746e-22,0.48774385
1026,0.56523335,1.7691808,0.4872436,6.479851e-22,0.4872436
1027,0.5646531,1.7709988,0.48674333,7.5993316e-22,0.48674333
1028,0.56407285,1.7728207,0.48624313,8.909702e-22,0.48624313
1029,0.56349254,1.7746464,0.48574287,1.0443114e-21,0.48574287
1030,0.5629123,1.7764757,0.4852426,1.2237167e-21,0.4852426
1031,0.56233203,1.7783087,0.48474234,1.4335325e-21,0.48474234
1032,0.5617518,1.7801456,0.48424208,1.6788487e-21,0.48424208
1033,0.56117153,1.7819864,0.48374188,1.9656128e-21,0.48374188
1034,0.5605913,1.7838308,0.48324162,2.300727e-21,0.48324162
1035,0.560011,1.7856791,0.48274136,2.6922142e-21,0.48274136
1036,0.5594307,1.7875315,0.4822411,3.149427e-21,0.4822411
1037,0.55885047,1.7893875,0.48174083,3.683275e-21,0.48174083
1038,0.5582702,1.7912472,0.48124063,4.3064477e-21,0.48124063
1039,0.55768996,1.793111,0.48074037,5.0336146e-21,0.48074037
1040,0.5571097,1.7949786,0.4802401,5.8819517e-21,0.4802401
1041,0.55652946,1.7968501,0.47973984,6.871375e-21,0.47973984
1042,0.55594915,1.7987256,0.47923958,8.024966e-21,0.47923958
1043,0.5553689,1.8006049,0.47873938,9.369619e-21,0.47873938
1044,0.55478865,1.8024882,0.47823912,1.0936534e-20,0.47823912
1045,0.5542084,1.8043754,0.47773886,1.2762029e-20,0.47773886
1046,0.55362815,1.8062665,0.4772386,1.4887975e-20,0.4772386
1047,0.5530479,1.8081616,0.47673833,1.7363363e-20,0.47673833
1048,0.55246764,1.8100607,0.47623807,2.0244535e-20,0.47623807
1049,0.55188733,1.811964,0.47573787,2.3597489e-20,0.47573787
1050,0.5513071,1.8138711,0.4752376,2.7498007e-20,0.4752376
1051,0.55072683,1.8157822,0.47473735,3.203409e-20,0.47473735
1052,0.5501466,1.8176974,0.47423708,3.7308337e-20,0.47423708
1053,0.5495663,1.8196166,0.47373682,4.34392e-20,0.47373682
1054,0.5489861,1.8215398,0.47323662,5.056307e-20,0.47323662
1055,0.5484058,1.8234671,0.47273636,5.883907e-20,0.47273636
1056,0.5478255,1.8253987,0.4722361,6.8450857e-20,0.4722361
1057,0.54724526,1.8273342,0.47173584,7.9610014e-20,0.47173584
1058,0.546665,1.8292738,0.47123557,9.2562616e-20,0.47123557
1059,0.54608476,1.8312175,0.47073537,1.0759346e-19,0.47073537
1060,0.5455045,1.8331654,0.4702351,1.2503077e-19,0.4702351
1061,0.54492426,1.8351175,0.46973485,1.4525249e-19,0.46973485
1062,0.54434395,1.8370738,0.4692346,1.6869779e-19,0.4692346
1063,0.5437637,1.8390341,0.46873432,1.958736e-19,0.46873432
1064,0.54318345,1.8409986,0.46823412,2.273656e-19,0.46823412
1065,0.5426032,1.8429674,0.46773386,2.6384433e-19,0.46773386
1066,0.54202294,1.8449403,0.4672336,3.0609278e-19,0.4672336
1067,0.5414427,1.8469175,0.46673334,3.5500612e-19,0.46673334
1068,0.54086244,1.848899,0.46623307,4.1162428e-19,0.46623307
1069,0.54028213,1.8508848,0.46573287,4.771375e-19,0.46573287
1070,0.5397019,1.8528748,0.4652326,5.5292356e-19,0.4652326
1071,0.5391216,1.854869,0.46473235,6.4057363e-19,0.46473235
1072,0.5385414,1.8568676,0.4642321,7.4190863e-19,0.4642321
1073,0.5379611,1.8588704,0.46373183,8.590317e-19,0.46373183
1074,0.5373809,1.8608775,0.46323162,9.943678e-19,0.46323162
1075,0.5368006,1.862889,0.46273136,1.150718e-18,0.46273136
1076,0.5362203,1.8649051,0.4622311,1.3312711e-18,0.4622311
1077,0.53564006,1.8669254,0.46173084,1.5397251e-18,0.46173084
1078,0.5350598,1.8689499,0.46123058,1.7803235e-18,0.46123058
1079,0.53447956,1.870979,0.46073037,2.0579683e-18,0.46073037
1080,0.5338993,1.8730123,0.4602301,2.378232e-18,0.4602301
1081,0.53331906,1.8750502,0.45972985,2.7475596e-18,0.45972985
1082,0.53273875,1.8770927,0.4592296,3.1733825e-18,0.4592296
1083,0.5321585,1.8791394,0.45872933,3.6641797e-18,0.45872933
1084,0.53157824,1.8811907,0.45822912,4.2297058e-18,0.45822912
1085,0.530998,1.8832463,0.45772886,4.8811556e-18,0.45772886
1086,0.53041774,1.8853065,0.4572286,5.6314138e-18,0.4572286
1087,0.5298375,1.8873712,0.45672834,6.4951334e-18,0.45672834
1088,0.52925724,1.8894404,0.45622808,7.489211e-18,0.45622808
1089,0.5286769,1.8915144,0.45572782,8.633061e-18,0.45572782
1090,0.5280967,1.8935927,0.4552276,9.948994e-18,0.4552276
1091,0.5275164,1.8956755,0.45472735,1.1462149e-17,0.45472735
1092,0.5269362,1.897763,0.4542271,1.3201813e-17,0.4542271
1093,0.5263559,1.8998551,0.45372683,1.5201224e-17,0.45372683
1094,0.5257757,1.9019518,0.45322657,1.7498905e-17,0.45322657
1095,0.5251954,1.9040532,0.45272636,2.0137889e-17,0.45272636
1096,0.5246151,1.9061594,0.4522261,2.3168578e-17,0.4522261
1097,0.52403486,1.90827,0.45172584,2.6647956e-17,0.45172584
1098,0.5234546,1.9103854,0.45122558,3.0641553e-17,0.45122558
1099,0.52287436,1.9125054,0.45072532,3.5223574e-17,0.45072532
1100,0.5222941,1.91463,0.4502251,4.04795e-17,0.4502251
1101,0.52171385,1.9167595,0.44972485,4.650727e-17,0.44972485
1102,0.52113354,1.9188939,0.4492246,5.341735e-17,0.4492246
1103,0.5205533,1.9210329,0.44872433,6.133705e-17,0.44872433
1104,0.51997304,1.9231766,0.44822407,7.041132e-17,0.44822407
1105,0.5193928,1.9253252,0.44772387,8.080615e-17,0.44772387
1106,0.51881254,1.9274784,0.4472236,9.2709046e-17,0.4472236
1107,0.5182323,1.9296366,0.44672334,1.0633607e-16,0.44672334
1108,0.51765203,1.9317997,0.44622308,1.2193211e-16,0.44622308
1109,0.5170717,1.9339677,0.44572282,1.3977772e-16,0.44572282
1110,0.5164915,1.9361404,0.44522262,1.6018932e-16,0.44522262
1111,0.5159112,1.938318,0.44472235,1.835305e-16,0.44472235
1112,0.515331,1.9405005,0.4442221,2.1021498e-16,0.4442221
1113,0.5147507,1.9426879,0.44372183,2.407131e-16,0.44372183
1114,0.51417047,1.9448802,0.44322157,2.7555816e-16,0.44322157
1115,0.5135902,1.9470776,0.44272137,3.1535945e-16,0.44272137
1116,0.5130099,1.9492801,0.4422211,3.6081187e-16,0.4422211
1117,0.51242965,1.9514874,0.44172084,4.1269878e-16,0.44172084
1118,0.5118494,1.9536997,0.44122058,4.719141e-16,0.44122058
1119,0.51126915,1.955917,0.44072032,5.3947756e-16,0.44072032
1120,0.5106889,1.9581393,0.44022012,6.165471e-16,0.44022012
1121,0.51010865,1.9603667,0.43971986,7.044265e-16,0.43971986
1122,0.5095284,1.9625992,0.4392196,8.046077e-16,0.4392196
1123,0.5089481,1.964837,0.43871933,9.187839e-16,0.43871933
1124,0.50836784,1.9670796,0.43821907,1.048866e-15,0.43821907
1125,0.5077876,1.9693273,0.43771887,1.1970363e-15,0.43771887
1126,0.50720733,1.9715803,0.4372186,1.3657578e-15,0.4372186
1127,0.5066271,1.9738384,0.43671834,1.5578327e-15,0.43671834
1128,0.50604683,1.9761016,0.43621808,1.7764187e-15,0.43621808
1129,0.5054665,1.9783704,0.43571782,2.025119e-15,0.43571782
1130,0.50488627,1.9806441,0.43521762,2.3079994e-15,0.43521762
1131,0.504306,1.982923,0.43471736,2.6296464e-15,0.43471736
1132,0.50372577,1.9852072,0.4342171,2.995302e-15,0.4342171
1133,0.5031455,1.9874966,0.43371683,3.4108458e-15,0.43371683
1134,0.50256526,1.9897913,0.43321657,3.8829794e-15,0.43321657
1135,0.501985,1.9920913,0.4327163,4.419202e-15,0.4327163
1136,0.5014047,1.9943969,0.4322161,5.0281125e-15,0.4322161
1137,0.50082445,1.9967077,0.43171585,5.7193083e-15,0.43171585
1138,0.5002442,1.9990237,0.43121558,6.503747e-15,0.43121558
1139,0.49966395,2.0013452,0.43071532,7.393688e-15,0.43071532
1140,0.4990837,2.003672,0.43021506,8.403095e-15,0.43021506
1141,0.49850345,2.006004,0.42971486,9.547616e-15,0.42971486
1142,0.4979232,2.0083418,0.4292146,1.0845063e-14,0.4292146
1143,0.49734288,2.0106852,0.42871433,1.2315371e-14,0.42871433
1144,0.49676263,2.0130339,0.42821407,1.3981173e-14,0.42821407
1145,0.49618238,2.015388,0.4277138,1.5867844e-14,0.4277138
1146,0.49560213,2.0177476,0.4272136,1.8004097e-14,0.4272136
1147,0.49502188,2.0201128,0.42671335,2.0422337e-14,0.42671335
1148,0.49444163,2.0224833,0.4262131,2.3158851e-14,0.4262131
1149,0.49386132,2.02486,0.42571282,2.625488e-14,0.42571282
1150,0.49328107,2.0272417,0.42521256,2.975641e-14,0.42521256
1151,0.49270082,2.0296292,0.42471236,3.3715662e-14,0.42471236
1152,0.49212056,2.0320225,0.4242121,3.8190937e-14,0.4242121
1153,0.4915403,2.0344212,0.42371184,4.3248442e-14,0.42371184
1154,0.49096006,2.0368257,0.42321157,4.8961865e-14,0.42321157
1155,0.4903798,2.0392356,0.4227113,5.5414966e-14,0.4227113
1156,0.4897995,2.0416517,0.4222111,6.2700875e-14,0.4222111
1157,0.48921925,2.0440733,0.42171085,7.092524e-14,0.42171085
1158,0.488639,2.0465007,0.4212106,8.020588e-14,0.4212106
1159,0.48805875,2.0489337,0.42071033,9.067601e-14,0.42071033
1160,0.4874785,2.0513725,0.42021006,1.0248457e-13,0.42021006
1161,0.48689824,2.0538173,0.41970986,1.1579824e-13,0.41970986
1162,0.486318,2.0562677,0.4192096,1.3080552e-13,0.4192096
1163,0.48573768,2.0587244,0.41870934,1.4771633e-13,0.41870934
1164,0.48515743,2.0611866,0.41820908,1.6676757e-13,0.41820908
1165,0.48457718,2.0636547,0.4177088,1.8822277e-13,0.4177088
1166,0.48399693,2.0661287,0.4172086,2.1238028e-13,0.4172086
1167,0.48341668,2.0686088,0.41670835,2.3957068e-13,0.41670835
1168,0.48283643,2.0710948,0.4162081,2.7016852e-13,0.4162081
1169,0.4822561,2.073587,0.41570783,3.0458765e-13,0.41570783
1170,0.48167586,2.0760849,0.41520756,3.4329814e-13,0.41520756
1171,0.4810956,2.078589,0.41470736,3.8681992e-13,0.41470736
1172,0.48051536,2.081099,0.4142071,4.3573947e-13,0.4142071
1173,0.4799351,2.083615,0.41370684,4.907072e-13,0.41370684
1174,0.47935486,2.0861373,0.41320658,5.524572e-13,0.41320658
1175,0.4787746,2.0886655,0.41270632,6.218057e-13,0.41270632
1176,0.4781943,2.0912,0.41220605,6.996633e-13,0.41220605
1177,0.47761405,2.0937407,0.41170585,7.8705326e-13,0.41170585
1178,0.4770338,2.0962875,0.4112056,8.8510866e-13,0.4112056
1179,0.47645354,2.0988405,0.41070533,9.951088e-13,0.41070533
1180,0.4758733,2.1013997,0.41020507,1.1184619e-12,0.41020507
1181,0.47529304,2.1039653,0.4097048,1.2567627e-12,0.4097048
1182,0.4747128,2.1065369,0.4092046,1.4117664e-12,0.4092046
1183,0.47413248,2.1091151,0.40870434,1.5854549e-12,0.40870434
1184,0.47355223,2.1116996,0.40820408,1.7800131e-12,0.40820408
1185,0.47297198,2.1142902,0.40770382,1.9978975e-12,0.40770382
1186,0.47239172,2.116887,0.40720356,2.2418196e-12,0.40720356
1187,0.47181147,2.1194906,0.40670335,2.514831e-12,0.40670335
1188,0.47123122,2.1221006,0.4062031,2.8202993e-12,0.4062031
1189,0.4706509,2.124717,0.40570283,3.1619971e-12,0.40570283
1190,0.47007066,2.1273398,0.40520257,3.5441203e-12,0.40520257
1191,0.4694904,2.129969,0.4047023,3.971301e-12,0.4047023
1192,0.46891016,2.1326046,0.4042021,4.4487495e-12,0.4042021
1193,0.4683299,2.135247,0.40370184,4.982192e-12,0.40370184
1194,0.46774966,2.1378958,0.40320158,5.578077e-12,0.40320158
1195,0.4671694,2.140551,0.40270132,6.2434814e-12,0.40270132
1196,0.4665891,2.1432135,0.40220106,6.986328e-12,0.40220106
1197,0.46600884,2.1458821,0.40170085,7.815383e-12,0.40170085
1198,0.4654286,2.1485574,0.4012006,8.7404e-12,0.4012006
1199,0.46484834,2.1512392,0.40070033,9.772163e-12,0.40070033
1200,0.4642681,2.153928,0.40020007,1.0922719e-11,0.40020007
1201,0.46368784,2.1566234,0.3996998,1.22053175e-11,0.3996998
1202,0.4631076,2.1593254,0.3991996,1.3634755e-11,0.3991996
1203,0.46252728,2.1620347,0.39869934,1.5227328e-11,0.39869934
1204,0.46194702,2.1647503,0.39819908,1.7001284e-11,0.39819908
1205,0.46136677,2.1674728,0.39769882,1.8976615e-11,0.39769882
1206,0.46078652,2.1702023,0.39719856,2.1175476e-11,0.39719856
1207,0.46020627,2.1729386,0.39669836,2.3622637e-11,0.39669836
1208,0.45962602,2.1756818,0.3961981,2.6345216e-11,0.3961981
1209,0.45904577,2.178432,0.39569783,2.937357e-11,0.39569783
1210,0.45846546,2.1811893,0.39519757,3.274078e-11,0.39519757
1211,0.4578852,2.1839535,0.3946973,3.64839e-11,0.3946973
1212,0.45730495,2.1867247,0.3941971,4.0643638e-11,0.3941971
1213,0.4567247,2.1895027,0.39369684,4.526521e-11,0.39369684
1214,0.45614445,2.192288,0.39319658,5.039808e-11,0.39319658
1215,0.4555642,2.1950803,0.39269632,5.6097682e-11,0.39269632
1216,0.4549839,2.19788,0.39219606,6.242413e-11,0.39219606
1217,0.45440364,2.2006867,0.39169586,6.944522e-11,0.39169586
1218,0.4538234,2.2035003,0.3911956,7.723406e-11,0.3911956
1219,0.45324314,2.2063212,0.39069533,8.587305e-11,0.39069533
1220,0.4526629,2.2091496,0.39019507,9.5451945e-11,0.39019507
1221,0.45208263,2.2119849,0.3896948,1.060692e-10,0.3896948
1222,0.45150238,2.2148278,0.38919455,1.1783528e-10,0.38919455
1223,0.45092207,2.217678,0.38869435,1.3086986e-10,0.38869435
1224,0.45034182,2.2205355,0.38819408,1.4530636e-10,0.38819408
1225,0.44976157,2.2234004,0.38769382,1.6128984e-10,0.38769382
1226,0.44918132,2.2262723,0.38719356,1.7898232e-10,0.38719356
1227,0.44860107,2.229152,0.3866933,1.9856027e-10,0.3866933
1228,0.44802082,2.2320392,0.3861931,2.2021877e-10,0.3861931
1229,0.44744056,2.2349336,0.38569283,2.4417132e-10,0.38569283
1230,0.44686025,2.2378361,0.38519257,2.7065478e-10,0.38519257
1231,0.44628,2.2407458,0.3846923,2.99926e-10,0.3846923
1232,0.44569975,2.2436628,0.38419205,3.3227224e-10,0.38419205
1233,0.4451195,2.2465878,0.38369185,3.6800304e-10,0.38369185
1234,0.44453925,2.24952,0.3831916,4.0746428e-10,0.3831916
1235,0.443959,2.2524602,0.38269132,4.510321e-10,0.38269132
1236,0.4433787,2.2554083,0.38219106,4.991185e-10,0.38219106
1237,0.44279844,2.258364,0.3816908,5.521789e-10,0.3816908
1238,0.44221818,2.2613273,0.3811906,6.107087e-10,0.3811906
1239,0.44163793,2.2642982,0.38069034,6.7525713e-10,0.38069034
1240,0.44105768,2.2672772,0.38019007,7.464186e-10,0.38019007
1241,0.44047743,2.270264,0.3796898,8.2485274e-10,0.3796898
1242,0.43989718,2.2732584,0.37918955,9.112733e-10,0.37918955
1243,0.43931687,2.2762613,0.37868935,1.0064699e-09,0.37868935
1244,0.43873662,2.2792718,0.3781891,1.1113016e-09,0.3781891
1245,0.43815637,2.2822902,0.37768883,1.2267132e-09,0.37768883
1246,0.43757612,2.2853167,0.37718856,1.3537308e-09,0.37718856
1247,0.43699586,2.288351,0.3766883,1.493493e-09,0.3766883
1248,0.4364156,2.2913938,0.3761881,1.647216e-09,0.3761881
1249,0.43583536,2.2944443,0.37568784,1.8162662e-09,0.37568784
1250,0.43525505,2.2975035,0.37518758,2.0021085e-09,0.37518758
1251,0.4346748,2.3005705,0.3746873,2.206347e-09,0.3746873
1252,0.43409455,2.3036456,0.37418705,2.430753e-09,0.37418705
1253,0.4335143,2.306729,0.37368685,2.6772269e-09,0.37368685
1254,0.43293405,2.3098207,0.3731866,2.9478888e-09,0.3731866
1255,0.4323538,2.3129206,0.37268633,3.2449978e-09,0.37268633
1256,0.43177348,2.3160293,0.37218606,3.5710712e-09,0.37218606
1257,0.43119323,2.319146,0.3716858,3.928808e-09,0.3716858
1258,0.43061298,2.3222709,0.3711856,4.3211936e-09,0.3711856
1259,0.43003273,2.3254044,0.37068534,4.7514463e-09,0.37068534
1260,0.42945248,2.3285463,0.37018508,5.2230833e-09,0.37018508
1261,0.42887223,2.3316967,0.36968482,5.739937e-09,0.36968482
1262,0.42829198,2.3348558,0.36918455,6.306192e-09,0.36918455
1263,0.42771167,2.3380237,0.3686843,6.9263737e-09,0.3686843
1264,0.4271314,2.3411999,0.3681841,7.60545e-09,0.3681841
1265,0.42655116,2.3443847,0.36768383,8.348795e-09,0.36768383
1266,0.4259709,2.347578,0.36718357,9.162217e-09,0.36718357
1267,0.42539066,2.3507802,0.3666833,1.0052118e-08,0.3666833
1268,0.4248104,2.3539913,0.36618304,1.1025373e-08,0.36618304
1269,0.42423016,2.357211,0.36568284,1.2089525e-08,0.36568284
1270,0.42364985,2.3604398,0.36518258,1.3252659e-08,0.36518258
1271,0.4230696,2.3636773,0.36468232,1.4523724e-08,0.36468232
1272,0.42248935,2.3669236,0.36418205,1.5912217e-08,0.36418208
1273,0.4219091,2.370179,0.3636818,1.7428652e-08,0.36368182
1274,0.42132884,2.3734431,0.3631816,1.9084286e-08,0.36318162
1275,0.4207486,2.3767161,0.36268133,2.0891417e-08,0.36268136
1276,0.42016828,2.3799987,0.36218107,2.2863258e-08,0.3621811
1277,0.41958803,2.38329,0.3616808,2.501432e-08,0.36168084
1278,0.41900778,2.3865905,0.36118054,2.736011e-08,0.36118057
1279,0.41842753,2.3899002,0.36068034,2.991764e-08,0.36068037
1280,0.41784728,2.393219,0.36018008,3.270519e-08,0.3601801
1281,0.41726702,2.3965468,0.35967982,3.5742413e-08,0.35967985
1282,0.41668677,2.3998842,0.35917956,3.905093e-08,0.3591796
1283,0.41610646,2.4032311,0.3586793,4.265374e-08,0.35867932
1284,0.4155262,2.4065871,0.3581791,4.6576147e-08,0.35817915
1285,0.41494596,2.4099524,0.35767883,5.0844996e-08,0.3576789
1286,0.4143657,2.4133272,0.35717857,5.5489807e-08,0.35717863
1287,0.41378546,2.4167113,0.3566783,6.0542014e-08,0.35667837
1288,0.4132052,2.420105,0.35617805,6.603594e-08,0.3561781
1289,0.41262496,2.4235084,0.35567784,7.20083e-08,0.3556779
1290,0.41204464,2.4269214,0.35517758,7.8499156e-08,0.35517767
1291,0.4114644,2.4303439,0.35467732,8.555112e-08,0.3546774
1292,0.41088414,2.4337761,0.35417706,9.321099e-08,0.35417715
1293,0.4103039,2.437218,0.3536768,1.0152812e-07,0.3536769
1294,0.40972364,2.4406695,0.3531766,1.1055702e-07,0.3531767
1295,0.4091434,2.444131,0.35267633,1.2035544e-07,0.35267645
1296,0.40856314,2.447602,0.35217607,1.3098555e-07,0.3521762
1297,0.40798283,2.4510837,0.3516758,1.4251526e-07,0.35167596
1298,0.40740258,2.4545746,0.35117555,1.5501652e-07,0.3511757
1299,0.40682232,2.4580755,0.35067534,1.6856774e-07,0.35067552
1300,0.40624207,2.4615865,0.35017508,1.8325237e-07,0.35017526
1301,0.40566182,2.4651074,0.34967482,1.9916153e-07,0.34967503
1302,0.40508157,2.4686387,0.34917456,2.16391e-07,0.34917477
1303,0.40450126,2.4721801,0.3486743,2.3504617e-07,0.34867454
1304,0.403921,2.4757316,0.34817404,2.5523852e-07,0.3481743
1305,0.40334076,2.479293,0.34767383,2.7708865e-07,0.3476741
1306,0.4027605,2.482865,0.34717357,3.0072525e-07,0.34717387
1307,0.40218025,2.4864473,0.3466733,3.262885e-07,0.34667364
1308,0.4016,2.4900398,0.34617305,3.5392551e-07,0.3461734
1309,0.40101975,2.4936428,0.3456728,3.837973e-07,0.34567317
1310,0.40043944,2.4972565,0.34517258,4.1607518e-07,0.345173
1311,0.3998592,2.5008805,0.34467232,4.509412e-07,0.34467277
1312,0.39927894,2.5045147,0.34417206,4.8859425e-07,0.34417254
1313,0.3986987,2.5081596,0.3436718,5.292433e-07,0.34367234
1314,0.39811844,2.5118153,0.34317154,5.731158e-07,0.3431721
1315,0.3975382,2.5154817,0.34267133,6.204518e-07,0.34267196
