partition,step,mean_best_cut,mean_hard_cut,mean_expected_cut,mean_gap,mean_accuracy_percent,mean_rz_abs,mean_rx_abs,mean_R,mean_elapsed_sec
19,600,9320.0,9320.0,7930.28857421875,271.0,97.17443436555104,0.5953755974769592,0.4584302604198456,0.828266978263855,21.215741872787476
19,650,9323.0,9323.0,8213.8955078125,268.0,97.20571368991764,0.6357292532920837,0.427110344171524,0.8472505807876587,22.89473271369934
19,700,9404.0,9404.0,8460.1923828125,187.0,98.05025544781566,0.6712414622306824,0.3932806849479675,0.8635096549987793,24.532132863998413
19,750,9406.0,9406.0,8684.6943359375,185.0,98.07110833072672,0.7099719047546387,0.3535971641540527,0.8779882788658142,26.41000294685364
19,800,9407.0,9407.0,8872.8544921875,184.0,98.08153477218224,0.7386336922645569,0.3127294480800628,0.8909715414047241,28.09022808074951
19,850,9408.0,9408.0,9028.8759765625,183.0,98.0919612136378,0.7623854875564575,0.2693264782428741,0.902191400527954,30.112632751464844
19,900,9408.0,9408.0,9151.5244140625,183.0,98.0919612136378,0.7813534736633301,0.2232887148857116,0.9115288853645324,32.1980938911438
19,950,9410.0,9410.0,9239.578125,181.0,98.11281409654885,0.7958981394767761,0.1744710654020309,0.9190447330474854,34.400574922561646
19,1000,9412.0,9412.0,9293.3154296875,179.0,98.1336669794599,0.810971200466156,0.1193337738513946,0.9249601364135742,36.51553201675415
20,1,198.0,198.0,104.0,9742.0,1.9919517102615696,6.972231494728476e-05,0.0100992210209369,0.0100994734093546,0.0716810226440429
20,50,300.0,300.0,104.0,9640.0,3.0181086519114686,3.719276037372765e-06,0.0167990457266569,0.0167990457266569,3.65517520904541
20,100,300.0,-388.0,104.0,9640.0,3.0181086519114686,6.127592655502667e-07,0.0310854241251945,0.0310854241251945,6.660537242889404
20,150,300.0,-1890.0,104.0,9640.0,3.0181086519114686,3.5558954550651833e-05,0.0646008476614952,0.0646008625626564,9.71022915840149
20,200,300.0,-2406.0,104.0,9640.0,3.0181086519114686,9.554223652230576e-05,0.1445727497339248,0.1445727944374084,12.3798930644989
20,250,300.0,-4542.0,103.99969482421876,9640.0,3.0181086519114686,0.0002099072298733,0.2991243898868561,0.2991245090961456,15.092794179916382
20,300,846.0,846.0,104.0395736694336,9094.0,8.511066398390343,0.000619227241259,0.4751945734024048,0.4751968383789062,18.029521226882935
20,350,9704.0,9704.0,2046.5869140625,236.0,97.62575452716298,0.3933769762516022,0.4493173658847809,0.615828275680542,20.746827125549316
20,400,9722.0,9722.0,4215.30810546875,218.0,97.80684104627768,0.5782412886619568,0.4253664016723633,0.7442493438720703,23.70988917350769
20,450,9722.0,9722.0,5701.138671875,218.0,97.80684104627768,0.6803427934646606,0.4019149541854858,0.8197068572044373,26.78761124610901
20,500,9722.0,9722.0,6656.0732421875,218.0,97.80684104627768,0.7412526607513428,0.3763292729854584,0.8626767992973328,30.175626039505005
20,550,9722.0,9722.0,7324.62109375,218.0,97.80684104627768,0.7825843095779419,0.3489748537540436,0.8895844221115112,33.13446116447449
20,600,9722.0,9722.0,7829.36669921875,218.0,97.80684104627768,0.8134684562683105,0.3203106820583343,0.9080485105514526,35.820489168167114
20,650,9722.0,9722.0,8228.466796875,218.0,97.80684104627768,0.8379657864570618,0.290587306022644,0.9215920567512512,38.495540142059326
20,700,9722.0,9722.0,8551.8583984375,218.0,97.80684104627768,0.858077347278595,0.259907603263855,0.9319928884506226,42.064868211746216
20,750,9722.0,9722.0,8816.1171875,218.0,97.80684104627768,0.8748960494995117,0.2282837629318237,0.9402353167533876,45.02130508422851
20,800,9722.0,9722.0,9031.1630859375,218.0,97.80684104627768,0.8890736103057861,0.1956486403942108,0.9469130635261536,48.81982636451721
20,850,9722.0,9722.0,9203.267578125,218.0,97.80684104627768,0.9010639786720276,0.1618382781744003,0.9524094462394714,52.09009408950806
20,900,9722.0,9722.0,9336.51953125,218.0,97.80684104627768,0.9114203453063964,0.1264734119176864,0.9569836854934692,55.183860063552856
20,950,9722.0,9722.0,9433.78515625,218.0,97.80684104627768,0.9217987656593324,0.0880235210061073,0.9608137607574464,59.97906827926636
20,1000,9722.0,9722.0,9497.07421875,218.0,97.80684104627768,0.9419307112693788,0.0299299340695142,0.9640450477600098,62.76454401016235
21,1,120.0,120.0,17.0,13940.0,0.8534850640113798,6.971306720515713e-05,0.0100992275401949,0.0100994789972901,0.1297569274902343
21,50,332.0,332.0,17.0,13728.0,2.3613086770981506,3.7179040646151407e-06,0.0167990550398826,0.0167990569025278,4.756788969039917
21,100,332.0,-694.0,17.0,13728.0,2.3613086770981506,6.125904405962501e-07,0.0310854483395814,0.0310854483395814,8.74182677268982
21,150,332.0,-2888.0,17.0,13728.0,2.3613086770981506,3.5554363421397284e-05,0.0646008849143982,0.0646008923649787,13.125645875930786
21,200,332.0,-3592.0,17.0,13728.0,2.3613086770981506,9.547971421852708e-05,0.1445727944374084,0.1445728540420532,17.605703830718994
21,250,332.0,-6630.0,16.999557495117188,13728.0,2.3613086770981506,0.0002093246439471,0.2991244792938232,0.2991245985031128,21.73285675048828
21,300,958.0,958.0,17.042526245117188,13102.0,6.813655761024182,0.0006611069547943,0.4751942157745361,0.4751968681812286,26.519502878189087
21,350,13700.0,13700.0,2788.22802734375,360.0,97.43954480796586,0.3930827379226684,0.4493811428546905,0.6159325242042542,30.50144100189209
21,400,13716.0,13716.0,5877.3515625,344.0,97.55334281650072,0.5774802565574646,0.4256343245506286,0.7442222237586975,34.795814990997314
21,450,13716.0,13716.0,7995.81396484375,344.0,97.55334281650072,0.6792840361595154,0.4022941887378692,0.8195222616195679,39.50293302536011
21,500,13716.0,13716.0,9357.83203125,344.0,97.55334281650072,0.7399391531944275,0.3768143355846405,0.862370491027832,43.818678855896
21,550,13716.0,13716.0,10310.2958984375,344.0,97.55334281650072,0.7810565829277039,0.3495699763298034,0.8891865015029907,48.12229204177856
21,600,13716.0,13716.0,11028.005859375,344.0,97.55334281650072,0.8117381930351257,0.3210299611091614,0.9075770378112792,52.37211084365845
21,650,13716.0,13716.0,11595.009765625,344.0,97.55334281650072,0.836043655872345,0.291442722082138,0.9210575222969056,56.42821478843689
21,700,13716.0,13716.0,12054.1162109375,344.0,97.55334281650072,0.8559730052947998,0.2609151303768158,0.9314014315605164,60.39603209495544
21,750,13716.0,13716.0,12429.0703125,344.0,97.55334281650072,0.8726215362548828,0.229457750916481,0.939592182636261,64.89232683181763
21,800,13716.0,13716.0,12734.0458984375,344.0,97.55334281650072,0.8866434097290039,0.1970060616731643,0.9462226033210754,69.09602475166321
21,850,13716.0,13716.0,12978.037109375,344.0,97.55334281650072,0.8985015153884888,0.1633970886468887,0.9516762495040894,73.03544402122498
21,900,13716.0,13716.0,13167.53125,344.0,97.55334281650072,0.9087728261947632,0.1282462328672409,0.9562124609947203,76.93673610687256
21,950,13716.0,13716.0,13305.8876953125,344.0,97.55334281650072,0.9191934466362,0.0899984613060951,0.9600101113319396,80.7730119228363
21,1000,13716.0,13716.0,13396.091796875,344.0,97.55334281650072,0.9404089450836182,0.0311858486384153,0.9632163643836976,84.58932590484619
