step,beta,gamma,loss_mean,free_energy_mean,expected_cut_mean,expected_cut_max,hard_cut_mean,hard_cut_max,best_cut_so_far,entropy_mean,driver_energy_mean,R_mean,R_min,R_max,rx_mean,rx_abs_mean,rz_mean,rz_abs_mean,grad_norm_raw_R,grad_norm_theta
255,3192.18017578125,0.0,-10272.8896484375,-10272.8896484375,10272.7666015625,10307.109375,11341.1796875,11411.0,11411.0,395.087646484375,0.0,0.6072129607200623,0.004710846580564976,0.6603876948356628,-6.574962753802538e-05,0.001053765881806612,-0.00011297641322016716,0.607046902179718,1.847115159034729,0.00946678128093481
256,3204.690673828125,0.0,-10285.263671875,-10285.263671875,10285.1416015625,10319.970703125,11341.34375,11411.0,11411.0,391.8775634765625,0.0,0.6127387881278992,0.004731514025479555,0.6656512022018433,-4.283306043362245e-05,0.0011043419362977147,-0.0001148759329225868,0.6125662326812744,1.8516241312026978,0.010051743127405643
257,3217.201171875,0.0,-10297.59765625,-10297.59765625,10297.4765625,10332.7880859375,11341.5234375,11411.0,11411.0,388.66412353515625,0.0,0.6182001233100891,0.004756822716444731,0.670841634273529,2.348141060792841e-05,0.0011512709315866232,-0.00011676691065076739,0.61802077293396,1.8553824424743652,0.010297492146492004
258,3229.711669921875,0.0,-10309.88671875,-10309.88671875,10309.7666015625,10345.5537109375,11341.6015625,11413.0,11413.0,385.4488830566406,0.0,0.6235959529876709,0.004786698147654533,0.6759583950042725,-4.148421430727467e-05,0.0011847646674141288,-0.00011864062253152952,0.6234095096588135,1.8584023714065552,0.01051501464098692
259,3242.22216796875,0.0,-10322.123046875,-10322.123046875,10322.005859375,10358.26171875,11341.828125,11413.0,11413.0,382.2335510253906,0.0,0.6289251446723938,0.004821061622351408,0.6810009479522705,-8.612962847109884e-05,0.0012087640352547169,-0.00012048600183334202,0.6287312507629395,1.8606982231140137,0.01055588386952877
260,3254.732666015625,0.0,-10334.302734375,-10334.302734375,10334.185546875,10370.90625,11341.9453125,11413.0,11413.0,379.019775390625,0.0,0.6341869235038757,0.004859828855842352,0.6859689354896545,4.905977675662143e-06,0.0012309232261031866,-0.00012231338769197464,0.633985161781311,1.8622853755950928,0.010504694655537605
261,3267.2431640625,0.0,-10346.41796875,-10346.41796875,10346.302734375,10383.48046875,11342.1875,11413.0,11413.0,375.80908203125,0.0,0.6393803358078003,0.004902910906821489,0.6908619999885559,-3.234217729186639e-06,0.001241357414983213,-0.00012410100316628814,0.6391705274581909,1.8631798028945923,0.010480002500116825
262,3279.753662109375,0.0,-10358.46484375,-10358.46484375,10358.3515625,10395.978515625,11342.34375,11413.0,11413.0,372.60302734375,0.0,0.6445047855377197,0.004950204864144325,0.6956799030303955,-9.628146653994918e-05,0.0012534346897155046,-0.00012586478260345757,0.6442865133285522,1.8633986711502075,0.010306349955499172
263,3292.26416015625,0.0,-10370.4365234375,-10370.4365234375,10370.32421875,10408.396484375,11342.625,11415.0,11415.0,369.403076171875,0.0,0.6495596170425415,0.005001603160053492,0.7004225850105286,-4.546669151750393e-05,0.001257861265912652,-0.00012760344543494284,0.649332582950592,1.8629597425460815,0.01025260891765356
264,3304.774658203125,0.0,-10382.3291015625,-10382.3291015625,10382.2177734375,10420.728515625,11342.8984375,11417.0,11417.0,366.2108154296875,0.0,0.6545443534851074,0.0050569865852594376,0.7050898671150208,1.2967924703843892e-05,0.0012642262736335397,-0.00012930110096931458,0.6543083786964417,1.8618820905685425,0.010062665678560734
265,3317.28515625,0.0,-10394.13671875,-10394.13671875,10394.02734375,10432.96875,11343.03125,11417.0,11417.0,363.0275573730469,0.0,0.6594584584236145,0.005116226151585579,0.7096818685531616,-6.907703209435567e-05,0.0012668834533542395,-0.00013097230112180114,0.6592132449150085,1.8601845502853394,0.009974914602935314
266,3329.7958984375,0.0,-10405.85546875,-10405.85546875,10405.748046875,10445.11328125,11343.1796875,11417.0,11417.0,359.854736328125,0.0,0.6643016934394836,0.0051791793666779995,0.7141987085342407,-9.148768003797159e-05,0.0012694642646238208,-0.0001326003111898899,0.6640467643737793,1.8578872680664062,0.009873367846012115
267,3342.306396484375,0.0,-10417.4814453125,-10417.4814453125,10417.375,10457.158203125,11343.3515625,11417.0,11417.0,356.69366455078125,0.0,0.669073760509491,0.005245691630989313,0.7186405062675476,-6.3863417381071486e-06,0.0012709484435617924,-0.00013418035814538598,0.6688088774681091,1.8550102710723877,0.009763718582689762
268,3354.81689453125,0.0,-10429.009765625,-10429.009765625,10428.904296875,10469.09765625,11343.5,11417.0,11417.0,353.5456237792969,0.0,0.6737746000289917,0.005315592046827078,0.7230075597763062,-3.2781641493784264e-05,0.0012719199294224381,-0.00013571500312536955,0.6734992861747742,1.851574182510376,0.009735718369483948
269,3367.327392578125,0.0,-10440.4365234375,-10440.4365234375,10440.3330078125,10480.9306640625,11343.7109375,11417.0,11417.0,350.411865234375,0.0,0.6784041523933411,0.005388693418353796,0.727300226688385,-9.94706861092709e-05,0.00127413182053715,-0.000137200448079966,0.6781180500984192,1.8476001024246216,0.00963499303907156
270,3379.837890625,0.0,-10451.7587890625,-10451.7587890625,10451.6552734375,10492.650390625,11343.9375,11417.0,11417.0,347.29351806640625,0.0,0.6829622983932495,0.005395224783569574,0.7315188646316528,-4.683910810854286e-05,0.001274772803299129,-0.0001386437943438068,0.6826651692390442,1.8431087732315063,0.009666414931416512
271,3392.348388671875,0.0,-10462.97265625,-10462.97265625,10462.87109375,10504.255859375,11344.1484375,11417.0,11417.0,344.1917724609375,0.0,0.6874491572380066,0.005349579732865095,0.7356639504432678,-1.6076190149760805e-05,0.0012768880696967244,-0.00014003970136400312,0.6871408224105835,1.8381218910217285,0.009619501419365406
272,3404.85888671875,0.0,-10474.0751953125,-10474.0751953125,10473.974609375,10515.744140625,11344.2421875,11417.0,11417.0,341.1076965332031,0.0,0.6918649673461914,0.005308026913553476,0.7397359609603882,-7.895470480434597e-05,0.0012792199850082397,-0.00014139513950794935,0.691544771194458,1.83266019821167,0.009665897116065025
273,3417.369384765625,0.0,-10485.0634765625,-10485.0634765625,10484.9638671875,10527.1103515625,11344.3828125,11417.0,11417.0,338.0423278808594,0.0,0.6962099075317383,0.005270545370876789,0.7437354922294617,-7.837528391974047e-05,0.0012832822976633906,-0.0001427117531420663,0.6958776712417603,1.8267452716827393,0.009701826609671116
274,3429.8798828125,0.0,-10495.935546875,-10495.935546875,10495.837890625,10538.353515625,11344.5234375,11417.0,11417.0,334.99658203125,0.0,0.7004842162132263,0.005237116944044828,0.7476630806922913,-2.6207195332972333e-05,0.0012853333028033376,-0.0001439846819266677,0.7001394629478455,1.820398211479187,0.00976091343909502
275,3442.390380859375,0.0,-10506.6875,-10506.6875,10506.591796875,10549.4716796875,11344.6953125,11417.0,11417.0,331.971435546875,0.0,0.704688310623169,0.005207732319831848,0.7515195608139038,-5.919024988543242e-05,0.0012894038809463382,-0.00014522015408147126,0.704330563545227,1.8136398792266846,0.00985615886747837
276,3454.90087890625,0.0,-10517.3193359375,-10517.3193359375,10517.224609375,10560.4609375,11344.765625,11417.0,11417.0,328.9677429199219,0.0,0.7088226079940796,0.005182386841624975,0.7553055286407471,-8.772424916969612e-05,0.0012952687684446573,-0.00014641086454503238,0.7084513902664185,1.8064911365509033,0.009942624717950821
277,3467.411376953125,0.0,-10527.828125,-10527.828125,10527.734375,10571.322265625,11344.890625,11417.0,11417.0,325.986328125,0.0,0.7128874063491821,0.005161082372069359,0.7590216398239136,-5.170806616661139e-05,0.0012992211850360036,-0.00014755572192370892,0.7125023603439331,1.7989723682403564,0.010088793933391571
278,3479.921875,0.0,-10538.212890625,-10538.212890625,10538.1201171875,10582.05078125,11345.0078125,11417.0,11417.0,323.02789306640625,0.0,0.7168834805488586,0.005143825430423021,0.7626689076423645,-5.402060196502134e-05,0.0013073342852294445,-0.00014866185665596277,0.7164838910102844,1.7911041975021362,0.010209464468061924
279,3492.432373046875,0.0,-10548.470703125,-10548.470703125,10548.37890625,10592.6474609375,11345.1328125,11417.0,11417.0,320.0932312011719,0.0,0.7208111882209778,0.005130631849169731,0.7662479877471924,-8.644634363008663e-05,0.0013117140624672174,-0.00014972953067626804,0.720396876335144,1.782906174659729,0.010389698669314384
280,3504.94287109375,0.0,-10558.6015625,-10558.6015625,10558.51171875,10603.1103515625,11345.2421875,11417.0,11417.0,317.1829833984375,0.0,0.7246713042259216,0.005121522583067417,0.7697597742080688,-7.428605749737471e-05,0.0013212583726271987,-0.00015076548152137548,0.7242414951324463,1.7743980884552002,0.010545138269662857
281,3517.453369140625,0.0,-10568.603515625,-10568.603515625,10568.513671875,10613.4384765625,11345.4609375,11417.0,11417.0,314.2977600097656,0.0,0.7284643650054932,0.005116524640470743,0.7732051610946655,-6.360060069710016e-05,0.001328208134509623,-0.00015175975568126887,0.7280188798904419,1.765599012374878,0.010746077634394169
282,3529.9638671875,0.0,-10578.4765625,-10578.4765625,10578.388671875,10623.630859375,11345.5234375,11417.0,11417.0,311.4380798339844,0.0,0.7321911454200745,0.00511567760258913,0.776585042476654,-8.711066038813442e-05,0.0013371127424761653,-0.00015272201562765986,0.7317295670509338,1.7565275430679321,0.010946010239422321
283,3542.474365234375,0.0,-10588.2197265625,-10588.2197265625,10588.1328125,10633.6875,11345.7109375,11417.0,11417.0,308.6045227050781,0.0,0.7358523607254028,0.005119022913277149,0.7799002528190613,-8.807649282971397e-05,0.0013479259796440601,-0.00015365042781922966,0.7353742718696594,1.747201919555664,0.011158275417983532
284,3554.98486328125,0.0,-10597.83203125,-10597.83203125,10597.74609375,10643.6064453125,11345.96875,11417.0,11417.0,305.7975158691406,0.0,0.7394487857818604,0.005126612726598978,0.7831519246101379,-8.14350787550211e-05,0.00135729368776083,-0.0001545496634207666,0.7389542460441589,1.7376399040222168,0.011395581997931004
285,3567.495361328125,0.0,-10607.314453125,-10607.314453125,10607.228515625,10653.388671875,11346.140625,11417.0,11417.0,303.0174560546875,0.0,0.7429810762405396,0.005138504318892956,0.7863407731056213,-9.181607310893014e-05,0.0013702043797820807,-0.00015542273467872292,0.7424702048301697,1.7278586626052856,0.011624499224126339
286,3580.006103515625,0.0,-10616.6650390625,-10616.6650390625,10616.58203125,10663.03515625,11346.3125,11417.0,11417.0,300.2648010253906,0.0,0.7464502453804016,0.005154767073690891,0.7894680500030518,-9.75664152065292e-05,0.0013820930616930127,-0.00015627221728209406,0.7459229826927185,1.7178750038146973,0.011886313557624817
287,3592.5166015625,0.0,-10625.884765625,-10625.884765625,10625.802734375,10672.5439453125,11346.5859375,11417.0,11417.0,297.5398254394531,0.0,0.7498570084571838,0.005175478290766478,0.7925345301628113,-9.608911204850301e-05,0.0013954287860542536,-0.00015710320440120995,0.7493131160736084,1.7077049016952515,0.012137462384998798
288,3605.027099609375,0.0,-10634.974609375,-10634.974609375,10634.892578125,10681.916015625,11346.703125,11417.0,11417.0,294.84283447265625,0.0,0.7532023191452026,0.005200723651796579,0.7955413460731506,-0.00010060141357826069,0.0014103102730587125,-0.00015791777695994824,0.7526417374610901,1.6973642110824585,0.01241240929812193
289,3617.53759765625,0.0,-10643.93359375,-10643.93359375,10643.8515625,10691.150390625,11346.875,11417.0,11417.0,292.174072265625,0.0,0.7564871907234192,0.005116029176861048,0.7984893321990967,-0.00010262657451676205,0.001424904097802937,-0.0001587228471180424,0.7559093236923218,1.6868678331375122,0.012686760164797306
290,3630.048095703125,0.0,-10652.76171875,-10652.76171875,10652.681640625,10700.25,11347.0546875,11417.0,11417.0,289.5338134765625,0.0,0.7597122192382812,0.005038579925894737,0.8013796806335449,-0.00010585023846942931,0.001442315406166017,-0.00015951410750858486,0.7591168284416199,1.6762303113937378,0.012971790507435799
291,3642.55859375,0.0,-10661.4609375,-10661.4609375,10661.3818359375,10709.21484375,11347.2265625,11417.0,11417.0,286.92218017578125,0.0,0.76287841796875,0.0049720159731805325,0.8042133450508118,-0.00010871865379158407,0.0014593240339308977,-0.00016029426478780806,0.7622654438018799,1.6654655933380127,0.013266509398818016
292,3655.069091796875,0.0,-10670.0302734375,-10670.0302734375,10669.9521484375,10718.0439453125,11347.3984375,11417.0,11417.0,284.3393249511719,0.0,0.7659869194030762,0.004916793666779995,0.8069913387298584,-0.0001081518130376935,0.0014775836607441306,-0.00016106394468806684,0.7653557658195496,1.6545870304107666,0.01356420386582613
293,3667.57958984375,0.0,-10678.47265625,-10678.47265625,10678.3955078125,10726.73828125,11347.59375,11419.0,11419.0,281.78533935546875,0.0,0.7690383791923523,0.004873400554060936,0.8097146153450012,-0.0001133995974669233,0.0014975671656429768,-0.00016182367107830942,0.7683891654014587,1.6436076164245605,0.013873728923499584
294,3680.090087890625,0.0,-10686.7861328125,-10686.7861328125,10686.7109375,10735.30078125,11347.7578125,11419.0,11419.0,279.2603759765625,0.0,0.7720339894294739,0.004842345602810383,0.8128832578659058,-0.00011803853703895584,0.0015170708065852523,-0.00016258233517874032,0.7713664174079895,1.6325393915176392,0.014187260530889034
295,3692.6005859375,0.0,-10694.974609375,-10694.974609375,10694.8994140625,10743.7314453125,11347.859375,11419.0,11419.0,276.7643737792969,0.0,0.7749746441841125,0.004824146628379822,0.8165078163146973,-0.00011715097207343206,0.0015406652819365263,-0.0001633509818930179,0.7742884755134583,1.6213945150375366,0.014509545639157295
296,3705.111083984375,0.0,-10703.037109375,-10703.037109375,10702.962890625,10752.0302734375,11348.015625,11419.0,11419.0,274.29742431640625,0.0,0.7778611779212952,0.004819313995540142,0.820042073726654,-0.0001226299355039373,0.001563088851980865,-0.00016414400306530297,0.7771560549736023,1.6101839542388916,0.01483968272805214
297,3717.62158203125,0.0,-10710.974609375,-10710.974609375,10710.9013671875,10760.19921875,11348.21875,11419.0,11419.0,271.8594970703125,0.0,0.7806947231292725,0.004828330595046282,0.8234875202178955,-0.00012660646461881697,0.001585387741215527,-0.00016497251635883003,0.7799702882766724,1.5989184379577637,0.015176315791904926
298,3730.132080078125,0.0,-10718.7890625,-10718.7890625,10718.716796875,10768.240234375,11348.4921875,11419.0,11419.0,269.4505615234375,0.0,0.7834761142730713,0.004851626232266426,0.8268458843231201,-0.00012855647946707904,0.0016098710475489497,-0.0001658360124565661,0.7827327847480774,1.587607979774475,0.01551829930394888
299,3742.642578125,0.0,-10726.482421875,-10726.482421875,10726.41015625,10776.1533203125,11348.59375,11419.0,11419.0,267.070556640625,0.0,0.7862063646316528,0.0048895543441176414,0.8301188945770264,-0.0001292396627832204,0.0016351552912965417,-0.00016673735808581114,0.7854438424110413,1.5762628316879272,0.01587231084704399
300,3755.153076171875,0.0,-10734.0546875,-10734.0546875,10733.9833984375,10783.9404296875,11348.796875,11419.0,11419.0,264.7193603515625,0.0,0.7888863682746887,0.004942368716001511,0.8333082795143127,-0.00013572526222560555,0.0016605781856924295,-0.00016767322085797787,0.7881045937538147,1.5648916959762573,0.016232406720519066
301,3767.66357421875,0.0,-10741.5078125,-10741.5078125,10741.4375,10791.6025390625,11349.03125,11419.0,11419.0,262.39691162109375,0.0,0.7915173172950745,0.005010203458368778,0.8364158868789673,-0.00013545154070015997,0.0016871154075488448,-0.000168637401657179,0.7907162308692932,1.553503394126892,0.016602449119091034
302,3780.174072265625,0.0,-10748.841796875,-10748.841796875,10748.7734375,10799.1416015625,11349.25,11419.0,11419.0,260.10308837890625,0.0,0.7940999269485474,0.00499975960701704,0.8394433856010437,-0.00013847595255356282,0.0017134579829871655,-0.0001696219842415303,0.7932798862457275,1.5421063899993896,0.016982002183794975
303,3792.6845703125,0.0,-10756.060546875,-10756.060546875,10755.9921875,10806.5595703125,11349.421875,11419.0,11419.0,257.8376770019531,0.0,0.7966352701187134,0.004943194333463907,0.8423928022384644,-0.00013935737661086023,0.0017405591206625104,-0.0001706181647023186,0.795796275138855,1.5307081937789917,0.01736883819103241
304,3805.195068359375,0.0,-10763.1640625,-10763.1640625,10763.09765625,10813.857421875,11349.5625,11419.0,11419.0,255.60055541992188,0.0,0.7991243004798889,0.004896071739494801,0.845265805721283,-0.00014403555542230606,0.0017697322182357311,-0.00017162245057988912,0.7982662320137024,1.519316554069519,0.017766457051038742
305,3817.70556640625,0.0,-10770.154296875,-10770.154296875,10770.087890625,10821.0361328125,11349.734375,11419.0,11419.0,253.39154052734375,0.0,0.8015679121017456,0.004858636762946844,0.8480644226074219,-0.00014338774781208485,0.001800245139747858,-0.00017264040070585907,0.8006908297538757,1.5079381465911865,0.018176067620515823
306,3830.21630859375,0.0,-10777.0322265625,-10777.0322265625,10776.966796875,10828.09765625,11349.8671875,11419.0,11419.0,251.21043395996094,0.0,0.8039670586585999,0.004831152036786079,0.8507903218269348,-0.00014418343198485672,0.0018296506023034453,-0.00017367969849146903,0.803070604801178,1.496579647064209,0.018595362082123756
307,3842.726806640625,0.0,-10783.7998046875,-10783.7998046875,10783.734375,10835.044921875,11349.9921875,11419.0,11419.0,249.0570068359375,0.0,0.8063226342201233,0.004813901148736477,0.8534455895423889,-0.0001477875921409577,0.0018600581679493189,-0.00017474194464739412,0.8054066300392151,1.485247015953064,0.019023004919290543
308,3855.2373046875,0.0,-10790.4580078125,-10790.4580078125,10790.39453125,10841.8779296875,11350.0859375,11420.0,11420.0,246.93104553222656,0.0,0.8086355328559875,0.004807183053344488,0.8560319542884827,-0.00014805457612965256,0.0018925557378679514,-0.00017582274449523538,0.8076996207237244,1.473946213722229,0.019462188705801964
309,3867.747802734375,0.0,-10797.009765625,-10797.009765625,10796.947265625,10848.599609375,11350.234375,11421.0,11421.0,244.83230590820312,0.0,0.8109066486358643,0.004811302293092012,0.8585511445999146,-0.00014774930605199188,0.001927895238623023,-0.0001769198279362172,0.8099507689476013,1.4626826047897339,0.019913192838430405
310,3880.25830078125,0.0,-10803.45703125,-10803.45703125,10803.39453125,10855.2099609375,11350.390625,11421.0,11421.0,242.76055908203125,0.0,0.8131371736526489,0.0048265643417835236,0.8610052466392517,-0.00015180776244960725,0.0019629148300737143,-0.00017803108494263142,0.8121607899665833,1.4514611959457397,0.020376404747366905
311,3892.768798828125,0.0,-10809.798828125,-10809.798828125,10809.7373046875,10861.712890625,11350.5,11422.0,11422.0,240.71548461914062,0.0,0.815327525138855,0.004853270016610622,0.8633959293365479,-0.00015173594874795526,0.0019979996141046286,-0.00017914986528921872,0.8143306374549866,1.4402868747711182,0.02084905281662941
312,3905.279296875,0.0,-10816.0390625,-10816.0390625,10815.9775390625,10868.1083984375,11350.6953125,11422.0,11422.0,238.6968536376953,0.0,0.8174788951873779,0.004891698714345694,0.8657249212265015,-0.0001514589530415833,0.002034927485510707,-0.00018026436737272888,0.8164616227149963,1.429163932800293,0.021331273019313812
313,3917.789794921875,0.0,-10822.1787109375,-10822.1787109375,10822.1181640625,10874.3984375,11350.8984375,11422.0,11422.0,236.70437622070312,0.0,0.8195920586585999,0.004942108411341906,0.8679941296577454,-0.00015598090249113739,0.0020731096155941486,-0.00018135634309146553,0.8185546398162842,1.4180963039398193,0.02182609587907791
314,3930.30029296875,0.0,-10828.21875,-10828.21875,10828.1591796875,10880.5859375,11351.0078125,11422.0,11422.0,234.73777770996094,0.0,0.8216678500175476,0.005004717968404293,0.8702052235603333,-0.00015336860087700188,0.002111558336764574,-0.00018240726785734296,0.8206095695495605,1.4070881605148315,0.02233240194618702
315,3942.810791015625,0.0,-10834.162109375,-10834.162109375,10834.103515625,10886.671875,11351.1640625,11422.0,11422.0,232.7967529296875,0.0,0.8237070441246033,0.005079708993434906,0.8723598718643188,-0.0001566429709782824,0.002150007989257574,-0.00018340075621381402,0.8226273059844971,1.3961427211761475,0.022847991436719894
316,3955.3212890625,0.0,-10840.009765625,-10840.009765625,10839.951171875,10892.6572265625,11351.2734375,11422.0,11422.0,230.88099670410156,0.0,0.8257105946540833,0.0051672188565135,0.8746345639228821,-0.00015542459732387215,0.0021889719646424055,-0.00018432257638778538,0.8246092200279236,1.3852633237838745,0.023374490439891815
317,3967.831787109375,0.0,-10845.763671875,-10845.763671875,10845.7060546875,10898.544921875,11351.4296875,11422.0,11422.0,228.99020385742188,0.0,0.8276792764663696,0.0051626223139464855,0.8772794008255005,-0.0001559538213768974,0.0022277552634477615,-0.00018515766714699566,0.8265558481216431,1.374453067779541,0.023912610486149788
318,3980.34228515625,0.0,-10851.42578125,-10851.42578125,10851.369140625,10904.3359375,11351.6015625,11422.0,11422.0,227.12405395507812,0.0,0.8296138048171997,0.005054403096437454,0.8798473477363586,-0.00015548850933555514,0.002266818890348077,-0.00018589133105706424,0.8284681439399719,1.363714575767517,0.024459699168801308
319,3992.852783203125,0.0,-10856.99609375,-10856.99609375,10856.939453125,10910.03125,11351.734375,11422.0,11422.0,225.28224182128906,0.0,0.8315150141716003,0.00494869239628315,0.8823404312133789,-0.00015434598026331514,0.002306409180164337,-0.00018651763093657792,0.8303474187850952,1.3530503511428833,0.025014260783791542
320,4005.36328125,0.0,-10862.478515625,-10862.478515625,10862.421875,10915.634765625,11351.8125,11422.0,11422.0,223.46444702148438,0.0,0.8333837985992432,0.004845703952014446,0.884760856628418,-0.00015305503620766103,0.002345709828659892,-0.00018702467787079513,0.8321934938430786,1.3424628973007202,0.02557699754834175
321,4017.873779296875,0.0,-10867.873046875,-10867.873046875,10867.81640625,10921.1474609375,11352.0078125,11422.0,11422.0,221.67034912109375,0.0,0.8352206349372864,0.004745604936033487,0.8871107697486877,-0.0001527365093352273,0.002385952975600958,-0.0001874029403552413,0.8340073823928833,1.3319543600082397,0.026150090619921684
322,4030.38427734375,0.0,-10873.1806640625,-10873.1806640625,10873.126953125,10926.5693359375,11352.125,11422.0,11422.0,219.89959716796875,0.0,0.8370264768600464,0.004648532718420029,0.8893921375274658,-0.00014954143262002617,0.0024254927411675453,-0.00018764898413792253,0.8357903957366943,1.3215265274047852,0.026733973994851112
323,4042.894775390625,0.0,-10878.4052734375,-10878.4052734375,10878.3515625,10931.904296875,11352.28125,11422.0,11422.0,218.15188598632812,0.0,0.8388020396232605,0.004554591607302427,0.8916072845458984,-0.0001492740702815354,0.0024660038761794567,-0.00018775677017401904,0.8375430107116699,1.3111811876296997,0.02732677385210991
324,4055.4052734375,0.0,-10883.546875,-10883.546875,10883.494140625,10937.15234375,11352.3828125,11422.0,11422.0,216.4268798828125,0.0,0.8405479192733765,0.004463855642825365,0.8937581181526184,-0.00014805509999860078,0.0025059145409613848,-0.0001877324830275029,0.8392663598060608,1.3009198904037476,0.027925066649913788
325,4067.916015625,0.0,-10888.607421875,-10888.607421875,10888.5546875,10942.3154296875,11352.484375,11422.0,11422.0,214.72427368164062,0.0,0.8422650098800659,0.0043763755820691586,0.8958469033241272,-0.0001453214354114607,0.002546109724789858,-0.00018759878003038466,0.8409608006477356,1.2907441854476929,0.028526609763503075
326,4080.426513671875,0.0,-10893.587890625,-10893.587890625,10893.5361328125,10947.396484375,11352.5859375,11422.0,11422.0,213.043701171875,0.0,0.8439536690711975,0.004292177967727184,0.8978753685951233,-0.0001451249554520473,0.0025868681259453297,-0.00018739208462648094,0.8426266312599182,1.2806552648544312,0.029136093333363533
327,4092.93701171875,0.0,-10898.4912109375,-10898.4912109375,10898.439453125,10952.3955078125,11352.796875,11422.0,11422.0,211.3848419189453,0.0,0.8456149697303772,0.004211274441331625,0.8998457789421082,-0.00014486904547084123,0.0026280945166945457,-0.00018714225734584033,0.8442646861076355,1.2706540822982788,0.02975578047335148
328,4105.447265625,0.0,-10903.318359375,-10903.318359375,10903.267578125,10957.314453125,11352.8828125,11422.0,11422.0,209.74737548828125,0.0,0.8472492694854736,0.0041336556896567345,0.9017599821090698,-0.00014147891488391906,0.0026700044982135296,-0.00018686996190808713,0.8458762764930725,1.260741949081421,0.030385714024305344
329,4117.9580078125,0.0,-10908.068359375,-10908.068359375,10908.017578125,10962.1552734375,11352.96875,11422.0,11422.0,208.13095092773438,0.0,0.8488574028015137,0.004059300757944584,0.9036200046539307,-0.0001426875969627872,0.0027111226227134466,-0.0001865881640696898,0.8474609851837158,1.2509195804595947,0.031021492555737495
330,4130.46826171875,0.0,-10912.7470703125,-10912.7470703125,10912.697265625,10966.9189453125,11353.0546875,11422.0,11422.0,206.53526306152344,0.0,0.8504397869110107,0.003988177049905062,0.9054275751113892,-0.00014334428124129772,0.0027523350436240435,-0.00018630363047122955,0.8490191698074341,1.2411876916885376,0.03166119009256363
331,4142.97900390625,0.0,-10917.3515625,-10917.3515625,10917.302734375,10971.607421875,11353.21875,11422.0,11422.0,204.95997619628906,0.0,0.8519971966743469,0.003920237999409437,0.9071846008300781,-0.00013912557915318757,0.00279245781712234,-0.00018603124772198498,0.850553035736084,1.2315467596054077,0.03230789303779602
332,4155.4892578125,0.0,-10921.8876953125,-10921.8876953125,10921.8388671875,10976.22265625,11353.359375,11422.0,11422.0,203.40475463867188,0.0,0.85353022813797,0.0038554330822080374,0.9088929891586304,-0.0001411623234162107,0.0028331333305686712,-0.0001857912866398692,0.8520638942718506,1.221997618675232,0.03295958787202835
333,4168.0,0.0,-10926.353515625,-10926.353515625,10926.3046875,10980.7646484375,11353.5546875,11422.0,11422.0,201.86927795410156,0.0,0.8550393581390381,0.003793698735535145,0.9105542898178101,-0.0001387164811603725,0.0028740318957716227,-0.00018560489115770906,0.8535510301589966,1.2125403881072998,0.033621251583099365
334,4180.51025390625,0.0,-10930.751953125,-10930.751953125,10930.703125,10985.236328125,11353.7578125,11422.0,11422.0,200.3532257080078,0.0,0.856525182723999,0.0037349711637943983,0.91217041015625,-0.00013855868019163609,0.002914785174652934,-0.00018549247761256993,0.8550164103507996,1.2031755447387695,0.034294016659259796
335,4193.02099609375,0.0,-10935.08203125,-10935.08203125,10935.03515625,10989.6376953125,11353.828125,11422.0,11422.0,198.8562774658203,0.0,0.8579882383346558,0.003679176326841116,0.9137428402900696,-0.0001347791258012876,0.002956019015982747,-0.00018546372302807868,0.8564597964286804,1.1939033269882202,0.034972988069057465
336,4205.53173828125,0.0,-10939.34765625,-10939.34765625,10939.30078125,10993.9716796875,11353.9609375,11422.0,11422.0,197.37811279296875,0.0,0.8594292998313904,0.0036262397188693285,0.9152731895446777,-0.0001346514472970739,0.002996749011799693,-0.00018552147957962006,0.8578808307647705,1.1847236156463623,0.03565921261906624
337,4218.0419921875,0.0,-10943.548828125,-10943.548828125,10943.50390625,10998.23828125,11354.1171875,11422.0,11422.0,195.91839599609375,0.0,0.860848605632782,0.0035760807804763317,0.9167631268501282,-0.00013260399282444268,0.0030358319636434317,-0.00018566381186246872,0.8592808246612549,1.1756367683410645,0.0363498255610466
338,4230.552734375,0.0,-10947.689453125,-10947.689453125,10947.642578125,11002.439453125,11354.2109375,11422.0,11422.0,194.4768524169922,0.0,0.8622466921806335,0.0035286187194287777,0.918213963508606,-0.00012924475595355034,0.0030745475087314844,-0.00018588773673400283,0.8606597185134888,1.166642665863037,0.037044957280159
339,4243.06298828125,0.0,-10951.7666015625,-10951.7666015625,10951.720703125,11006.5771484375,11354.3828125,11422.0,11422.0,193.05313110351562,0.0,0.8636241555213928,0.0034837701823562384,0.9196271300315857,-0.0001287334453081712,0.0031139664351940155,-0.0001861932105384767,0.8620191812515259,1.1577411890029907,0.037746038287878036
340,4255.57373046875,0.0,-10955.78515625,-10955.78515625,10955.740234375,11010.6513671875,11354.578125,11422.0,11422.0,191.64694213867188,0.0,0.8649815320968628,0.0034414497204124928,0.9210042357444763,-0.00012680774671025574,0.0031536950264126062,-0.00018657973851077259,0.8633591532707214,1.1489322185516357,0.03845474123954773
341,4268.083984375,0.0,-10959.744140625,-10959.744140625,10959.69921875,11014.6640625,11354.7890625,11422.0,11422.0,190.25796508789062,0.0,0.8663191199302673,0.0034015714190900326,0.9223463535308838,-0.00011990527127636597,0.0031915130093693733,-0.00018705024558585137,0.8646809458732605,1.1402153968811035,0.03917332738637924
