step,beta,gamma,loss_mean,free_energy_mean,expected_cut_mean,expected_cut_max,hard_cut_mean,hard_cut_max,best_cut_so_far,entropy_mean,driver_energy_mean,R_mean,R_min,R_max,rx_mean,rx_abs_mean,rz_mean,rz_abs_mean,grad_norm_raw_R,grad_norm_theta
806,10085.4716796875,0.0,-11345.2548828125,-11345.2548828125,11345.251953125,11422.9375,11393.484375,11473.0,11473.0,34.78626251220703,0.0,0.984993577003479,0.007637680042535067,0.9988811612129211,-0.00018229760462418199,0.0014202079037204385,-0.0006278867949731648,0.9843227863311768,0.1680082380771637,0.04973876103758812
807,10097.9814453125,0.0,-11345.3974609375,-11345.3974609375,11345.39453125,11423.0654296875,11393.5,11473.0,11473.0,34.717308044433594,0.0,0.9850288033485413,0.007633871398866177,0.9988873600959778,-0.00018248189007863402,0.0014102214481681585,-0.0006276959902606905,0.9843639731407166,0.1676102727651596,0.04946888983249664
808,10110.4921875,0.0,-11345.5390625,-11345.5390625,11345.53515625,11423.1923828125,11393.515625,11473.0,11473.0,34.64857864379883,0.0,0.9850641489028931,0.007630104664713144,0.9988934397697449,-0.0001874997979030013,0.001400830689817667,-0.0006275896448642015,0.9844058156013489,0.16721385717391968,0.04920841380953789
809,10123.0029296875,0.0,-11345.6796875,-11345.6796875,11345.6767578125,11423.318359375,11393.53125,11473.0,11473.0,34.580078125,0.0,0.9850992560386658,0.007626375649124384,0.9988993406295776,-0.00018805621948558837,0.0013924799859523773,-0.0006275891209952533,0.9844475984573364,0.16681893169879913,0.048955973237752914
810,10135.513671875,0.0,-11345.8203125,-11345.8203125,11345.81640625,11423.443359375,11393.5546875,11473.0,11473.0,34.511810302734375,0.0,0.9851342439651489,0.0076226890087127686,0.9989053010940552,-0.0001924161915667355,0.0013839126331731677,-0.0006277154316194355,0.9844887256622314,0.16642548143863678,0.04871712625026703
811,10148.0244140625,0.0,-11345.9599609375,-11345.9599609375,11345.9560546875,11423.568359375,11393.5703125,11473.0,11473.0,34.44376754760742,0.0,0.9851691722869873,0.007619042415171862,0.9989112615585327,-0.0001929519057739526,0.0013757986016571522,-0.0006279791705310345,0.9845292568206787,0.16603347659111023,0.04849575459957123
812,10160.5341796875,0.0,-11346.09765625,-11346.09765625,11346.095703125,11423.6923828125,11393.625,11473.0,11473.0,34.37594985961914,0.0,0.9852038621902466,0.0076154381968081,0.9989169836044312,-0.0001964747643796727,0.001368819153867662,-0.000628385809250176,0.9845682978630066,0.16564293205738068,0.048297565430402756
813,10173.044921875,0.0,-11346.2373046875,-11346.2373046875,11346.234375,11423.81640625,11393.625,11473.0,11473.0,34.30835723876953,0.0,0.9852384924888611,0.007611874490976334,0.9989227652549744,-0.00020063764532096684,0.0013623511185869575,-0.0006289192824624479,0.9846094846725464,0.16525380313396454,0.048118509352207184
814,10185.5556640625,0.0,-11346.375,-11346.375,11346.3720703125,11423.939453125,11393.6953125,11473.0,11473.0,34.240997314453125,0.0,0.9852728843688965,0.007608353625983,0.9989284873008728,-0.00019901517953258008,0.0013578045181930065,-0.0006295823259279132,0.9846502542495728,0.16486607491970062,0.04795459657907486
815,10198.06640625,0.0,-11346.5126953125,-11346.5126953125,11346.509765625,11424.0615234375,11393.703125,11473.0,11473.0,34.17386245727539,0.0,0.9853072762489319,0.0076048714108765125,0.9989340901374817,-0.00020669109653681517,0.001353042433038354,-0.0006303770933300257,0.9846919178962708,0.16447973251342773,0.04780774936079979
816,10210.576171875,0.0,-11346.650390625,-11346.650390625,11346.646484375,11424.1826171875,11393.7109375,11473.0,11473.0,34.10695266723633,0.0,0.985341489315033,0.007601435761898756,0.9989396929740906,-0.0002051187475444749,0.0013492503203451633,-0.000631315924692899,0.9847320914268494,0.16409476101398468,0.04767529293894768
817,10223.0869140625,0.0,-11346.7861328125,-11346.7861328125,11346.783203125,11424.3046875,11393.734375,11473.0,11473.0,34.04027557373047,0.0,0.9853755831718445,0.007598041091114283,0.9989452958106995,-0.0002115512907039374,0.0013452153652906418,-0.000632382754702121,0.9847709536552429,0.16371116042137146,0.047561343759298325
818,10235.59765625,0.0,-11346.921875,-11346.921875,11346.919921875,11424.4248046875,11393.734375,11473.0,11473.0,33.97381591796875,0.0,0.9854094982147217,0.007594687398523092,0.998950719833374,-0.00021399831166490912,0.0013424067292362452,-0.0006335556972771883,0.9848074316978455,0.16332890093326569,0.047464024275541306
819,10248.1083984375,0.0,-11347.05859375,-11347.05859375,11347.0556640625,11424.544921875,11393.7421875,11473.0,11473.0,33.9075927734375,0.0,0.9854434132575989,0.007591375149786472,0.9989560842514038,-0.00021748711878899485,0.0013393574627116323,-0.0006348140886984766,0.9848423600196838,0.16294802725315094,0.04738263040781021
820,10260.6181640625,0.0,-11347.193359375,-11347.193359375,11347.19140625,11424.6640625,11393.75,11473.0,11473.0,33.841590881347656,0.0,0.9854770302772522,0.007588106207549572,0.9989614486694336,-0.0002234300336567685,0.0013366106431931257,-0.0006361340638250113,0.9848755598068237,0.16256850957870483,0.04731940105557442
821,10273.12890625,0.0,-11347.3291015625,-11347.3291015625,11347.326171875,11424.783203125,11393.765625,11473.0,11473.0,33.77581787109375,0.0,0.9855105876922607,0.007584878709167242,0.9989668130874634,-0.0002245812793262303,0.0013338973512873054,-0.0006375031662173569,0.9849070310592651,0.16219037771224976,0.04727093502879143
822,10285.6396484375,0.0,-11347.462890625,-11347.462890625,11347.4609375,11424.90234375,11393.7890625,11473.0,11473.0,33.710269927978516,0.0,0.9855440258979797,0.007581695448607206,0.9989720582962036,-0.0002291253476869315,0.0013325241161510348,-0.0006389091140590608,0.9849383234977722,0.1618136167526245,0.04723745211958885
823,10298.150390625,0.0,-11347.59765625,-11347.59765625,11347.5947265625,11425.0205078125,11393.8125,11473.0,11473.0,33.64495086669922,0.0,0.9855773448944092,0.007578554097563028,0.9989773035049438,-0.0002344629174331203,0.0013301240978762507,-0.0006403466104529798,0.9849688410758972,0.1614382416009903,0.04722286015748978
824,10310.66015625,0.0,-11347.7314453125,-11347.7314453125,11347.728515625,11425.1376953125,11393.84375,11473.0,11473.0,33.57985305786133,0.0,0.9856104850769043,0.007575455587357283,0.9989823698997498,-0.00023598979169037193,0.001327397651039064,-0.0006418073317036033,0.9849990606307983,0.1610642820596695,0.047220561653375626
825,10323.1708984375,0.0,-11347.865234375,-11347.865234375,11347.8623046875,11425.2548828125,11393.859375,11473.0,11473.0,33.514984130859375,0.0,0.9856434464454651,0.007572402246296406,0.9989874958992004,-0.00024215572921093553,0.0013265893794596195,-0.0006432901718653738,0.9850291013717651,0.16069172322750092,0.047238077968358994
826,10335.681640625,0.0,-11347.998046875,-11347.998046875,11347.9951171875,11425.37109375,11393.8671875,11473.0,11473.0,33.45033264160156,0.0,0.9856764078140259,0.007569391746073961,0.9989926218986511,-0.00024397793458774686,0.0013263110304251313,-0.0006447865744121373,0.9850580096244812,0.16032058000564575,0.04727977514266968
827,10348.1923828125,0.0,-11348.130859375,-11348.130859375,11348.12890625,11425.48828125,11393.9296875,11473.0,11473.0,33.38591003417969,0.0,0.9857091307640076,0.007566423155367374,0.9989976286888123,-0.0002498605172149837,0.0013280465500429273,-0.0006462970050051808,0.985088050365448,0.1599508672952652,0.04733019694685936
828,10360.703125,0.0,-11348.263671875,-11348.263671875,11348.2607421875,11425.603515625,11393.9453125,11473.0,11473.0,33.32170486450195,0.0,0.9857417345046997,0.007563497871160507,0.9990026354789734,-0.00025322416331619024,0.0013292907970026135,-0.0006478133145719767,0.9851186871528625,0.15958257019519806,0.04739969223737717
829,10373.212890625,0.0,-11348.396484375,-11348.396484375,11348.392578125,11425.71875,11394.0078125,11473.0,11473.0,33.25772476196289,0.0,0.9857742786407471,0.007560617756098509,0.999007523059845,-0.00025773700326681137,0.0013294200180098414,-0.000649323919788003,0.9851507544517517,0.15921570360660553,0.047478511929512024
830,10385.7236328125,0.0,-11348.52734375,-11348.52734375,11348.525390625,11425.833984375,11394.0078125,11473.0,11473.0,33.19396209716797,0.0,0.9858066439628601,0.007557781413197517,0.9990123510360718,-0.00026146837626583874,0.0013301502913236618,-0.0006508146761916578,0.98518306016922,0.1588502675294876,0.04756660759449005
831,10398.234375,0.0,-11348.6591796875,-11348.6591796875,11348.6572265625,11425.9482421875,11394.03125,11473.0,11473.0,33.13041687011719,0.0,0.9858388304710388,0.007554987911134958,0.9990172386169434,-0.0002640672028064728,0.0013305105967447162,-0.0006522865733131766,0.9852145910263062,0.15848621726036072,0.04766480252146721
832,10410.7451171875,0.0,-11348.791015625,-11348.791015625,11348.7880859375,11426.0615234375,11394.0390625,11473.0,11473.0,33.06709289550781,0.0,0.9858709573745728,0.007552238646894693,0.9990220069885254,-0.0002680981415323913,0.001331687206402421,-0.0006537368171848357,0.9852458238601685,0.15812359750270844,0.047759633511304855
833,10423.2548828125,0.0,-11348.921875,-11348.921875,11348.91796875,11426.1748046875,11394.0859375,11473.0,11473.0,33.00398254394531,0.0,0.9859029650688171,0.007549537345767021,0.9990267753601074,-0.00026736716972664,0.0013316264376044273,-0.0006551724509336054,0.9852766394615173,0.157762348651886,0.04785728082060814
834,10435.765625,0.0,-11349.0517578125,-11349.0517578125,11349.048828125,11426.2880859375,11394.09375,11473.0,11473.0,32.94108581542969,0.0,0.9859347939491272,0.007546879351139069,0.9990315437316895,-0.00026999125839211047,0.0013294121017679572,-0.0006565981893800199,0.985308051109314,0.15740248560905457,0.04794170707464218
835,10448.2763671875,0.0,-11349.1826171875,-11349.1826171875,11349.1787109375,11426.400390625,11394.1171875,11473.0,11473.0,32.87841033935547,0.0,0.9859664440155029,0.007544266059994698,0.9990361928939819,-0.00027252486324869096,0.0013263768050819635,-0.0006580142071470618,0.9853382706642151,0.1570439636707306,0.048013173043727875
836,10460.787109375,0.0,-11349.3115234375,-11349.3115234375,11349.3095703125,11426.5126953125,11394.140625,11473.0,11473.0,32.81594467163086,0.0,0.9859981536865234,0.0075416965410113335,0.9990407824516296,-0.0002703972568269819,0.0013229688629508018,-0.0006594230071641505,0.9853674173355103,0.15668679773807526,0.048062898218631744
837,10473.296875,0.0,-11349.44140625,-11349.44140625,11349.4384765625,11426.6240234375,11394.1640625,11473.0,11473.0,32.753692626953125,0.0,0.9860296249389648,0.0075391735881567,0.9990453124046326,-0.0002697656746022403,0.0013188625453040004,-0.00066081911791116,0.9853973388671875,0.15633097290992737,0.048087120056152344
838,10485.8076171875,0.0,-11349.5703125,-11349.5703125,11349.5673828125,11426.7353515625,11394.171875,11473.0,11473.0,32.691650390625,0.0,0.9860609769821167,0.007536693941801786,0.9990498423576355,-0.0002705391962081194,0.0013143600663170218,-0.0006622026558034122,0.9854273796081543,0.15597644448280334,0.04808471351861954
839,10498.318359375,0.0,-11349.6982421875,-11349.6982421875,11349.6953125,11426.845703125,11394.1796875,11473.0,11473.0,32.629817962646484,0.0,0.986092209815979,0.007534261792898178,0.9990543723106384,-0.0002704505168367177,0.001309102401137352,-0.0006635806639678776,0.9854559302330017,0.155623197555542,0.04804452136158943
840,10510.8291015625,0.0,-11349.826171875,-11349.826171875,11349.822265625,11426.9560546875,11394.28125,11473.0,11473.0,32.56819534301758,0.0,0.9861233234405518,0.007531872950494289,0.9990587830543518,-0.00026928726583719254,0.0013043382205069065,-0.0006649737479165196,0.9854853749275208,0.1552712470293045,0.04796334728598595
841,10523.3388671875,0.0,-11349.953125,-11349.953125,11349.94921875,11427.0654296875,11394.3125,11473.0,11473.0,32.50678253173828,0.0,0.986154317855835,0.007529532071202993,0.9990631937980652,-0.0002690015535335988,0.0012979977764189243,-0.0006664058309979737,0.9855158925056458,0.1549205482006073,0.04784594848752022
842,10535.849609375,0.0,-11350.080078125,-11350.080078125,11350.076171875,11427.1748046875,11394.3203125,11473.0,11473.0,32.445579528808594,0.0,0.9861851334571838,0.0075272368267178535,0.9990676045417786,-0.0002697381714824587,0.0012927466304972768,-0.0006678844220004976,0.9855456352233887,0.15457110106945038,0.047683630138635635
843,10548.3603515625,0.0,-11350.205078125,-11350.205078125,11350.2021484375,11427.283203125,11394.328125,11473.0,11473.0,32.38458251953125,0.0,0.9862157702445984,0.007524986285716295,0.9990719556808472,-0.00026755008730106056,0.001287885126657784,-0.0006694160401821136,0.9855756759643555,0.15422289073467255,0.04748135060071945
844,10560.87109375,0.0,-11350.330078125,-11350.330078125,11350.328125,11427.3916015625,11394.359375,11473.0,11473.0,32.32378387451172,0.0,0.9862464666366577,0.007522782776504755,0.999076247215271,-0.000272712524747476,0.0012822162825614214,-0.0006709977169521153,0.9856066703796387,0.1538759022951126,0.04723652824759483
845,10573.380859375,0.0,-11350.455078125,-11350.455078125,11350.451171875,11427.5,11394.390625,11473.0,11473.0,32.26319885253906,0.0,0.9862769842147827,0.007520625367760658,0.9990805387496948,-0.00027073087403550744,0.001275843009352684,-0.0006726220017299056,0.9856382608413696,0.15353010594844818,0.046948935836553574
846,10585.8916015625,0.0,-11350.5791015625,-11350.5791015625,11350.5751953125,11427.607421875,11394.4453125,11473.0,11473.0,32.20281982421875,0.0,0.9863072633743286,0.00751851499080658,0.9990847110748291,-0.0002727133105508983,0.0012691448209807277,-0.0006742795230820775,0.9856709837913513,0.15318548679351807,0.046622224152088165
847,10598.40234375,0.0,-11350.701171875,-11350.701171875,11350.69921875,11427.7138671875,11394.453125,11473.0,11473.0,32.14263916015625,0.0,0.9863375425338745,0.007516451645642519,0.9990888833999634,-0.0002749153645709157,0.0012627857504412532,-0.000675950781442225,0.9857046008110046,0.15284204483032227,0.04626128822565079
848,10610.9130859375,0.0,-11350.82421875,-11350.82421875,11350.8212890625,11427.8203125,11394.4921875,11473.0,11473.0,32.08266067504883,0.0,0.9863676428794861,0.007514434866607189,0.9990930557250977,-0.0002765518438536674,0.0012573855929076672,-0.0006776244263164699,0.9857382774353027,0.15249978005886078,0.045876290649175644
849,10623.423828125,0.0,-11350.9462890625,-11350.9462890625,11350.943359375,11427.9267578125,11394.5390625,11473.0,11473.0,32.02288818359375,0.0,0.9863976240158081,0.007512465585023165,0.9990972280502319,-0.00027863841387443244,0.0012518387520685792,-0.0006792746135033667,0.9857732057571411,0.15215866267681122,0.04546870291233063
850,10635.93359375,0.0,-11351.068359375,-11351.068359375,11351.0654296875,11428.0322265625,11394.5625,11473.0,11473.0,31.96331214904785,0.0,0.9864274263381958,0.007510541472584009,0.9991012811660767,-0.00028041767654940486,0.0012458206620067358,-0.0006808924372307956,0.9858083724975586,0.15181872248649597,0.045044202357530594
851,10648.4443359375,0.0,-11351.1875,-11351.1875,11351.185546875,11428.1376953125,11394.5859375,11473.0,11473.0,31.9039363861084,0.0,0.9864572882652283,0.007508669048547745,0.9991052746772766,-0.00028257130179554224,0.0012385239824652672,-0.0006824741140007973,0.985844075679779,0.15147992968559265,0.04460517689585686
852,10660.955078125,0.0,-11351.30859375,-11351.30859375,11351.3046875,11428.2421875,11394.6015625,11473.0,11473.0,31.844764709472656,0.0,0.9864869713783264,0.007506842724978924,0.9991093277931213,-0.0002853299374692142,0.0012312156613916159,-0.000684017373714596,0.9858800768852234,0.15114226937294006,0.044161438941955566
853,10673.4658203125,0.0,-11351.427734375,-11351.427734375,11351.423828125,11428.3466796875,11394.625,11473.0,11473.0,31.785785675048828,0.0,0.9865164160728455,0.007505062501877546,0.9991132616996765,-0.00028478019521571696,0.0012244991958141327,-0.0006855188985355198,0.9859164357185364,0.1508057862520218,0.043725743889808655
854,10685.9755859375,0.0,-11351.546875,-11351.546875,11351.5439453125,11428.4501953125,11394.640625,11473.0,11473.0,31.727005004882812,0.0,0.9865458607673645,0.007503333035856485,0.9991171956062317,-0.00028853677213191986,0.0012181751662865281,-0.0006869688513688743,0.9859521985054016,0.15047043561935425,0.04329388961195946
855,10698.486328125,0.0,-11351.6650390625,-11351.6650390625,11351.662109375,11428.5537109375,11394.6484375,11473.0,11473.0,31.66842269897461,0.0,0.9865750670433044,0.007501650135964155,0.9991211295127869,-0.0002882552216760814,0.0012128237867727876,-0.0006883583264425397,0.985990047454834,0.15013626217842102,0.04286575689911842
856,10710.9970703125,0.0,-11351.7822265625,-11351.7822265625,11351.779296875,11428.65625,11394.6640625,11473.0,11473.0,31.610034942626953,0.0,0.9866042733192444,0.007500017527490854,0.999125063419342,-0.0002897897793445736,0.0012075104750692844,-0.0006896679406054318,0.9860265851020813,0.14980323612689972,0.04245712608098984
857,10723.5078125,0.0,-11351.8994140625,-11351.8994140625,11351.896484375,11428.7587890625,11394.6796875,11473.0,11473.0,31.551837921142578,0.0,0.9866333603858948,0.0074984305538237095,0.9991288781166077,-0.00029186802566982806,0.0012007326586171985,-0.0006908801151439548,0.9860623478889465,0.14947140216827393,0.042074743658304214
858,10736.017578125,0.0,-11352.0166015625,-11352.0166015625,11352.013671875,11428.861328125,11394.703125,11473.0,11473.0,31.493837356567383,0.0,0.9866622686386108,0.007496894337236881,0.9991326928138733,-0.0002892182383220643,0.0011959732510149479,-0.0006919751176610589,0.9860989451408386,0.14914073050022125,0.04171470180153847
859,10748.5283203125,0.0,-11352.1328125,-11352.1328125,11352.12890625,11428.962890625,11394.7109375,11473.0,11473.0,31.43602752685547,0.0,0.9866911172866821,0.0074954042211174965,0.9991365075111389,-0.00029364723013713956,0.0011911503970623016,-0.0006929251248948276,0.9861370921134949,0.1488112360239029,0.04139082506299019
860,10761.0390625,0.0,-11352.248046875,-11352.248046875,11352.2451171875,11429.064453125,11394.7421875,11473.0,11473.0,31.378408432006836,0.0,0.9867199659347534,0.007493964396417141,0.9991402626037598,-0.00029123734566383064,0.0011871635215356946,-0.0006936992285773158,0.9861757159233093,0.14848294854164124,0.04109826311469078
861,10773.5498046875,0.0,-11352.36328125,-11352.36328125,11352.3603515625,11429.1650390625,11394.75,11473.0,11473.0,31.320980072021484,0.0,0.986748456954956,0.007492574863135815,0.9991439580917358,-0.00029068265575915575,0.001182638225145638,-0.0006942470790818334,0.986215353012085,0.14815585315227509,0.04084660857915878
862,10786.0595703125,0.0,-11352.478515625,-11352.478515625,11352.474609375,11429.265625,11394.75,11473.0,11473.0,31.263742446899414,0.0,0.9867770075798035,0.007491234224289656,0.9991476535797119,-0.00028996836044825613,0.0011788784759119153,-0.0006945186760276556,0.9862536191940308,0.14782997965812683,0.04063209891319275
863,10798.5703125,0.0,-11352.5927734375,-11352.5927734375,11352.5888671875,11429.365234375,11394.765625,11473.0,11473.0,31.20669174194336,0.0,0.9868053793907166,0.007489943411201239,0.999151349067688,-0.0002839297812897712,0.0011743047507479787,-0.0006944740889593959,0.9862903952598572,0.14750529825687408,0.04045265167951584
864,10811.0810546875,0.0,-11352.7060546875,-11352.7060546875,11352.703125,11429.46484375,11394.78125,11473.0,11473.0,31.149829864501953,0.0,0.9868337512016296,0.007488703355193138,0.9991550445556641,-0.0002824341063387692,0.0011693837586790323,-0.0006940715829841793,0.9863259792327881,0.14718185365200043,0.040311507880687714
865,10823.591796875,0.0,-11352.8203125,-11352.8203125,11352.81640625,11429.564453125,11394.78125,11473.0,11473.0,31.093149185180664,0.0,0.9868619441986084,0.007487512193620205,0.9991586208343506,-0.0002776305773295462,0.0011647925712168217,-0.0006932932883501053,0.9863594770431519,0.14685964584350586,0.040207505226135254
866,10836.1015625,0.0,-11352.93359375,-11352.93359375,11352.9296875,11429.6630859375,11394.78125,11473.0,11473.0,31.036657333374023,0.0,0.9868900179862976,0.007486371789127588,0.9991621971130371,-0.00027155844145454466,0.0011610654182732105,-0.0006921145250089467,0.9863907694816589,0.1465386301279068,0.040135808289051056
867,10848.6123046875,0.0,-11353.0458984375,-11353.0458984375,11353.04296875,11429.76171875,11394.7890625,11473.0,11473.0,30.980350494384766,0.0,0.986918032169342,0.007485280744731426,0.9991657733917236,-0.00026542393607087433,0.0011580445570871234,-0.0006905255140736699,0.9864205718040466,0.14621888101100922,0.040094539523124695
868,10861.123046875,0.0,-11353.158203125,-11353.158203125,11353.154296875,11429.8603515625,11394.7890625,11473.0,11473.0,30.924224853515625,0.0,0.9869459271430969,0.007484239060431719,0.9991692304611206,-0.000258562620729208,0.0011531987693160772,-0.0006885117036290467,0.9864492416381836,0.14590035378932953,0.04008400812745094
869,10873.6337890625,0.0,-11353.2705078125,-11353.2705078125,11353.2666015625,11429.95703125,11394.796875,11473.0,11473.0,30.868282318115234,0.0,0.9869737029075623,0.007483246736228466,0.9991727471351624,-0.0002525469462852925,0.001147645409218967,-0.0006860715802758932,0.9864766597747803,0.14558306336402893,0.04008694738149643
870,10886.14453125,0.0,-11353.3828125,-11353.3828125,11353.37890625,11430.0546875,11394.8125,11473.0,11473.0,30.81252098083496,0.0,0.9870012998580933,0.007482308428734541,0.9991762042045593,-0.00024357088841497898,0.001143361791037023,-0.0006831960054114461,0.9865033030509949,0.14526700973510742,0.04010821506381035
871,10898.654296875,0.0,-11353.4931640625,-11353.4931640625,11353.490234375,11430.15234375,11394.828125,11473.0,11473.0,30.756940841674805,0.0,0.9870288372039795,0.007481420412659645,0.9991796612739563,-0.0002389509609201923,0.0011383906239643693,-0.0006799057591706514,0.9865284562110901,0.1449521780014038,0.040137823671102524
872,10911.1650390625,0.0,-11353.603515625,-11353.603515625,11353.6015625,11430.248046875,11394.8828125,11473.0,11473.0,30.7015380859375,0.0,0.9870564341545105,0.007480583619326353,0.9991831183433533,-0.00022976334730628878,0.0011353720910847187,-0.0006762277917005122,0.9865546822547913,0.14463858306407928,0.040172092616558075
873,10923.67578125,0.0,-11353.71484375,-11353.71484375,11353.7119140625,11430.3447265625,11394.9140625,11473.0,11473.0,30.646316528320312,0.0,0.9870837330818176,0.0074797989800572395,0.9991864562034607,-0.00022284554142970592,0.0011325832456350327,-0.0006721997633576393,0.9865813851356506,0.14432616531848907,0.04021523520350456
874,10936.1865234375,0.0,-11353.8251953125,-11353.8251953125,11353.822265625,11430.4404296875,11394.953125,11473.0,11473.0,30.591270446777344,0.0,0.9871110320091248,0.00747906556352973,0.9991897940635681,-0.0002175078698201105,0.0011307154782116413,-0.0006678788340650499,0.9866079688072205,0.14401496946811676,0.04025925695896149
875,10948.6962890625,0.0,-11353.935546875,-11353.935546875,11353.931640625,11430.53515625,11394.9921875,11473.0,11473.0,30.53640365600586,0.0,0.9871382117271423,0.007478381972759962,0.9991931319236755,-0.00020966603187844157,0.0011292091803625226,-0.0006633118609897792,0.9866364598274231,0.14370495080947876,0.04030413553118706
876,10961.20703125,0.0,-11354.044921875,-11354.044921875,11354.041015625,11430.630859375,11395.0234375,11473.0,11473.0,30.481712341308594,0.0,0.9871652126312256,0.007477752398699522,0.999196469783783,-0.00020482530817389488,0.001127186231315136,-0.0006585270748473704,0.9866646528244019,0.14339609444141388,0.04035370424389839
877,10973.7177734375,0.0,-11354.154296875,-11354.154296875,11354.150390625,11430.7255859375,11395.0390625,11473.0,11473.0,30.427194595336914,0.0,0.9871922135353088,0.007477175444364548,0.9991998076438904,-0.00019851647084578872,0.0011255615390837193,-0.0006535443244501948,0.9866923093795776,0.14308840036392212,0.04040227457880974
878,10986.228515625,0.0,-11354.2626953125,-11354.2626953125,11354.259765625,11430.8193359375,11395.0546875,11473.0,11473.0,30.372852325439453,0.0,0.9872191548347473,0.00747664924710989,0.9992030262947083,-0.00019111484289169312,0.0011232056422159076,-0.0006483645411208272,0.9867194890975952,0.14278186857700348,0.040445514023303986
879,10998.73828125,0.0,-11354.3720703125,-11354.3720703125,11354.369140625,11430.9130859375,11395.0625,11473.0,11473.0,30.318683624267578,0.0,0.9872459173202515,0.007476174738258123,0.9992062449455261,-0.00018855104281101376,0.0011214491678401828,-0.0006429812056012452,0.9867458939552307,0.14247646927833557,0.04048268869519234
880,11011.2490234375,0.0,-11354.4794921875,-11354.4794921875,11354.4765625,11431.0068359375,11395.0859375,11473.0,11473.0,30.264684677124023,0.0,0.9872726202011108,0.007475753780454397,0.9992094039916992,-0.0001799739256966859,0.0011191167868673801,-0.0006373905926011503,0.9867721199989319,0.1421722024679184,0.040514301508665085
881,11023.759765625,0.0,-11354.587890625,-11354.587890625,11354.583984375,11431.1005859375,11395.0859375,11473.0,11473.0,30.210857391357422,0.0,0.9872991442680359,0.007475385442376137,0.9992126226425171,-0.00017530717013869435,0.001118115265853703,-0.0006315847858786583,0.9867968559265137,0.14186905324459076,0.04054044187068939
882,11036.2705078125,0.0,-11354.6953125,-11354.6953125,11354.693359375,11431.193359375,11395.1015625,11473.0,11473.0,30.15719985961914,0.0,0.9873257279396057,0.007475069724023342,0.999215841293335,-0.00016823192709125578,0.0011163650779053569,-0.0006255765329115093,0.9868195652961731,0.14156702160835266,0.04055048152804375
883,11048.7802734375,0.0,-11354.802734375,-11354.802734375,11354.80078125,11431.28515625,11395.109375,11473.0,11473.0,30.10371208190918,0.0,0.9873521327972412,0.00747480895370245,0.9992189407348633,-0.0001628750324016437,0.0011154516832903028,-0.0006193759618327022,0.9868409633636475,0.1412660926580429,0.040541134774684906
884,11061.291015625,0.0,-11354.9111328125,-11354.9111328125,11354.908203125,11431.3779296875,11395.140625,11473.0,11473.0,30.050392150878906,0.0,0.9873783588409424,0.007474599871784449,0.9992220401763916,-0.00015791188343428075,0.0011150580830872059,-0.0006130333640612662,0.9868633151054382,0.1409662514925003,0.04051712155342102
885,11073.8017578125,0.0,-11355.0185546875,-11355.0185546875,11355.0146484375,11431.4697265625,11395.171875,11473.0,11473.0,29.99724006652832,0.0,0.9874045848846436,0.007474448066204786,0.9992251396179199,-0.00015040775178931653,0.0011161171132698655,-0.0006065821507945657,0.986886203289032,0.14066749811172485,0.040483154356479645
886,11086.3125,0.0,-11355.125,-11355.125,11355.1220703125,11431.560546875,11395.1875,11473.0,11473.0,29.944252014160156,0.0,0.9874306917190552,0.0074743484146893024,0.9992282390594482,-0.00014532732893712819,0.0011183943133801222,-0.0006000701687298715,0.9869093298912048,0.14036978781223297,0.040440600365400314
887,11098.8232421875,0.0,-11355.232421875,-11355.232421875,11355.228515625,11431.65234375,11395.203125,11473.0,11473.0,29.891429901123047,0.0,0.9874567985534668,0.007474302314221859,0.9992313385009766,-0.00014401176304090768,0.0011192131787538528,-0.0005935351946391165,0.9869327545166016,0.14007315039634705,0.040398165583610535
888,11111.3330078125,0.0,-11355.337890625,-11355.337890625,11355.3349609375,11431.7431640625,11395.2265625,11473.0,11473.0,29.838773727416992,0.0,0.9874826669692993,0.007474310230463743,0.9992343187332153,-0.0001357585861114785,0.0011193930404260755,-0.0005870200111530721,0.9869564771652222,0.1397775113582611,0.04034939035773277
889,11123.84375,0.0,-11355.443359375,-11355.443359375,11355.44140625,11431.8330078125,11395.25,11473.0,11473.0,29.786279678344727,0.0,0.9875085353851318,0.007474374026060104,0.9992374181747437,-0.00013535343168769032,0.0011200681328773499,-0.0005805687978863716,0.9869802594184875,0.13948290050029755,0.04029961675405502
890,11136.3544921875,0.0,-11355.5498046875,-11355.5498046875,11355.546875,11431.923828125,11395.2890625,11473.0,11473.0,29.73394775390625,0.0,0.98753422498703,0.007474489975720644,0.9992403984069824,-0.00012921271263621747,0.0011211795499548316,-0.0005742291687056422,0.9870045185089111,0.13918925821781158,0.040258560329675674
891,11148.865234375,0.0,-11355.65625,-11355.65625,11355.65234375,11432.013671875,11395.3203125,11473.0,11473.0,29.68177604675293,0.0,0.987559974193573,0.007474664133042097,0.9992433786392212,-0.0001304629840888083,0.0011234336998313665,-0.0005680563044734299,0.987030565738678,0.13889659941196442,0.04023422673344612
892,11161.375,0.0,-11355.759765625,-11355.759765625,11355.7578125,11432.1025390625,11395.3515625,11473.0,11473.0,29.62976837158203,0.0,0.9875854253768921,0.0074748932383954525,0.9992462396621704,-0.00012665927351918072,0.0011252481490373611,-0.000562113884370774,0.987057626247406,0.13860489428043365,0.040224459022283554
